"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
1999,6,2,14,128,1.7,2.1,0.32,10,5.46,999,1014.7,17.2,14.4,15,99
1999,6,2,15,148,1.2,1.5,0.31,10,5.38,999,1014.8,15.9,14.6,14.3,99
1999,6,2,16,116,2.6,2.9,0.33,4.76,4.71,999,1014.2,16.6,14.9,15,99
1999,6,2,17,111,3.6,3.9,0.32,11.11,4.92,999,1013.4,16.5,14.5,14.9,99
1999,6,2,18,118,4,4.4,0.35,4.55,4.64,999,1013.2,16.4,14.4,14.8,99
1999,6,2,19,169,5,6.3,0.34,11.11,4.81,999,1013.3,17.2,14.1,15.5,99
1999,6,2,20,132,4.5,5,0.32,11.11,4.9,999,1012.5,16.4,14.1,14.6,99
1999,6,2,21,167,3,3.4,0.33,11.11,5.02,999,1011.8,17.1,14.1,14.4,99
1999,6,2,22,187,4.1,4.9,0.28,11.11,5.14,999,1011.4,18.8,14.4,14.4,99
1999,6,2,23,174,5.3,5.8,0.29,11.11,5.54,999,1011.1,19.4,14.1,13.9,99
1999,6,3,0,178,4.7,5.5,0.29,10,6.15,999,1010.9,18.1,13.6,13.2,99
1999,6,3,1,165,4.2,4.9,0.28,10,5.97,999,1011,17.3,13.4,13.4,99
1999,6,3,2,172,4.2,4.6,0.28,11.11,5.39,999,1011.1,17,13.4,13.5,99
1999,6,3,3,166,3.7,5.3,0.33,10,4.33,999,1010.9,16.4,13.3,14,99
1999,6,3,4,197,5.3,6.2,0.37,10,4.07,999,1010.3,16.4,13.3,14.3,99
1999,6,3,5,199,2.4,2.9,0.32,10,4.28,999,1010.2,15.8,13.3,13.9,99
1999,6,3,6,185,4.6,5.3,0.33,10,4.24,999,1009.4,15.6,13.3,14,99
1999,6,3,7,180,4.8,5.5,0.33,9.09,4.62,999,1008.6,15.7,13.3,14.1,99
1999,6,3,8,169,5.1,5.6,0.37,10,4.45,999,1008,15.3,13.3,13.9,99
1999,6,3,9,180,4.5,5.1,0.39,10,4.57,999,1008,15.7,13.3,14.3,99
1999,6,3,10,193,5.2,5.7,0.39,8.33,3.78,999,1007.9,15.7,12.9,14.2,99
1999,6,3,11,178,3.4,3.6,0.37,10,4.41,999,1007.8,15.2,13.3,13.9,99
1999,6,3,12,169,3.3,3.8,0.4,10,5.11,999,1007.8,15.2,13.3,13.8,99
1999,6,3,13,157,2.7,3.2,0.4,10,5.13,999,1007.2,16.7,13.6,14,99
1999,6,3,14,212,3.5,3.9,0.4,10,4.93,999,1007,17.2,13.7,14.5,99
1999,6,3,15,231,4.2,4.8,0.46,8.33,4.94,999,1006.9,17.6,13.7,14.5,99
1999,6,3,16,236,3.9,4.3,0.52,10,5.07,999,1006.3,18.9,14.3,15,99
1999,6,3,17,233,3.8,4.2,0.53,10,5.18,999,1005.8,19,14.9,14.9,99
1999,6,3,18,240,4.3,4.7,0.58,10,5.41,999,1005.6,19.6,14.9,13.9,99
1999,6,3,19,263,4.2,8.6,0.55,10,5.73,999,1005.6,19.4,14.9,13.6,99
1999,6,3,20,248,3.5,3.9,0.6,10,5.55,999,1005.7,18.8,14.9,14.4,99
1999,6,3,21,267,3.5,4.3,0.6,10,6.59,999,1005.5,19.5,14.9,14.2,99
1999,6,3,22,264,3.5,4,0.66,10,7.52,999,1005.5,19.8,14.9,14.5,99
1999,6,3,23,274,5.4,6.1,0.62,10,7.46,999,1005.9,20.1,14.6,13.8,99
1999,6,4,0,262,4.7,5.3,0.65,10,6.92,999,1006.4,18.7,14.5,14.4,99
1999,6,4,1,255,4.3,4.9,0.75,9.09,7.66,999,1007.1,18.5,14.5,13.8,99
1999,6,4,2,272,4.7,5.2,0.59,9.09,7.09,999,1008,18.1,14.5,14.2,99
1999,6,4,3,281,6.5,7.1,0.68,9.09,6.69,999,1008.6,18.3,14.5,13.9,99
1999,6,4,4,313,5,5.9,0.66,9.09,5.83,999,1009.5,17.5,14.4,13.5,99
1999,6,4,5,320,7,7.9,0.64,10,5.57,999,1010.1,17.6,14.6,11.4,99
1999,6,4,6,324,7.9,9.5,0.73,9.09,4.06,999,1009.9,17.3,14.5,10.7,99
1999,6,4,7,315,7.7,9.8,0.89,9.09,4.42,999,1010.1,16.5,14.4,10.5,99
1999,6,4,8,304,7.4,8.7,0.71,10,4.21,999,1010.2,16,14.2,10.1,99
1999,6,4,9,298,7.7,9.7,0.74,10,4.67,999,1010.9,15.2,14.2,9.9,99
1999,6,4,10,296,6.2,7.6,0.63,10,4.31,999,1011.7,14.9,14.1,9.6,99
1999,6,4,11,292,7.8,9.3,0.61,10,4.19,999,1012.5,14.9,14.1,9.3,99
1999,6,4,12,306,6.9,8.4,0.72,10,4.07,999,1013.2,14.9,14.1,8.9,99
1999,6,4,13,310,6.9,8.1,0.64,9.09,4.14,999,1014.5,14.9,13.9,9.1,99
1999,6,4,14,316,4.7,5.7,0.61,10,4.32,999,1014.9,14.9,14.1,9.6,99
1999,6,4,15,310,2.9,3.4,0.55,9.09,4.67,999,1015.7,15.2,14.1,9.7,99
1999,6,4,16,337,3.1,3.8,0.51,10,4.84,999,1015.6,15.6,14.2,9.2,99
1999,6,4,17,27,5.2,7,0.51,10,5.83,999,1015.1,15.6,14.5,10.8,99
1999,6,4,18,38,4.5,5.4,0.5,10,5.76,999,1015.4,15.6,14.4,10.5,99
1999,6,4,19,52,3.1,3.8,0.48,10,6.12,999,1015.8,16,14.9,10.8,99
1999,6,4,20,67,2.5,3.1,0.42,10,6.44,999,1016.3,16.4,15.2,11,99
1999,6,4,21,134,1.6,1.8,0.44,10,6.83,999,1017.1,16.5,15.7,11.1,99
1999,6,4,22,93,1.9,2.2,0.39,9.09,6.33,999,1017.3,17.3,15.2,9.6,99
1999,6,4,23,180,2.5,2.8,0.38,10,6.34,999,1018,16.2,15.2,12,99
1999,6,5,0,188,2.6,3,0.45,10,7.05,999,1018.7,16,15.2,11.1,99
1999,6,5,1,191,2.6,2.8,0.43,9.09,7.07,999,1019.4,16.1,15.2,10.4,99
1999,6,5,2,205,2,2.2,0.44,9.09,7.22,999,1020.2,15.9,14.9,10.8,99
1999,6,5,3,218,2.6,2.9,0.43,9.09,7.19,999,1020.4,15.6,14.9,11.1,99
1999,6,5,4,218,1.8,2.3,0.46,10,7.58,999,1020.5,15.6,14.5,10.6,99
1999,6,5,5,225,3,3.5,0.43,9.09,7.31,999,1020.9,15.2,14.5,11.1,99
1999,6,5,6,235,2.8,3.4,0.45,10,7.03,999,1021.1,14.9,14.4,11.7,99
1999,6,5,7,232,2.5,2.9,0.46,10,7.36,999,1021.8,14.5,14.2,11.7,99
1999,6,5,8,250,4.4,5.1,0.46,9.09,7.35,999,1022,14.8,14.3,10.8,99
1999,6,5,9,256,4.5,5.1,0.42,9.09,7.35,999,1022.7,14.5,14.2,10.6,99
1999,6,5,10,230,4,4.6,0.39,10,7.46,999,1023.5,14.4,14.1,10.8,99
1999,6,5,11,236,4.1,4.8,0.33,10,6.83,999,1024.2,14.4,13.7,10.8,99
1999,6,5,12,247,3.6,4.5,0.36,9.09,6.95,999,1025,14.5,13.7,10.5,99
1999,6,5,13,245,2.5,3,0.32,9.09,7,999,1025.6,14.9,14.1,11.3,99
1999,6,5,14,229,3.4,4,0.34,9.09,6.82,999,1025.7,15.9,14.1,10.6,99
1999,6,5,15,225,1.2,1.6,0.35,9.09,6.84,999,1025.8,16.7,14.5,11.6,99
1999,6,5,16,137,4.1,4.9,0.36,9.09,6.21,999,1025.6,16,14.9,12.8,99
1999,6,5,17,133,3.1,3.8,0.4,9.09,6.93,999,1025.7,16.5,14.9,12.6,99
1999,6,5,18,142,6,7,0.46,8.33,5.21,999,1025.1,17.2,14.8,11.4,99
1999,6,5,19,142,5.7,6.5,0.53,8.33,4.27,999,1025,16.7,14.8,11.4,99
1999,6,5,20,158,4.1,5.1,0.53,9.09,4.26,999,1024.5,17.3,14.8,11.1,99
1999,6,5,21,178,4.7,5.9,0.46,10,4.26,999,1024.3,18.8,14.9,10.3,99
1999,6,5,22,187,7.1,8.4,0.54,9.09,4.02,999,1024.1,18.8,14.9,9.8,99
1999,6,5,23,186,6.4,7.6,0.54,8.33,3.75,999,1024.9,18.4,14.8,8.9,99
1999,6,6,0,186,5.6,6.2,0.6,9.09,3.67,999,1025.1,17.3,14.5,9.7,99
1999,6,6,1,186,5.9,6.8,0.48,9.09,3.84,999,1025.6,16.7,14.5,9,99
1999,6,6,2,188,5.9,6.8,0.45,9.09,4.09,999,1025.8,16.4,14.4,9.3,99
1999,6,6,3,187,5.4,6.2,0.49,9.09,4.05,999,1025.7,15.7,14.4,8.7,99
1999,6,6,4,188,4.5,5.1,0.47,8.33,3.97,999,1026.4,15.2,14.2,9,99
1999,6,6,5,185,4.6,5.8,0.45,8.33,4.01,999,1025.7,14.5,14.2,9.4,99
1999,6,6,6,192,3.7,4.3,0.45,9.09,4.1,999,1025.8,14.2,14.1,8.9,99
1999,6,6,7,191,3.4,4,0.42,8.33,4.32,999,1025.8,13.9,14.1,9.6,99
1999,6,6,8,208,2.2,2.6,0.45,9.09,4.78,999,1025.7,13.7,14.1,10.2,99
1999,6,6,9,177,3.6,4.6,0.41,8.33,4.91,999,1025.6,13.7,14.1,10.7,99
1999,6,6,10,183,3.8,4.5,0.4,7.14,4.97,999,1025.6,13.7,14,11.4,99
1999,6,6,11,194,3.2,3.6,0.36,9.09,4.88,999,1025.5,13.6,13.7,12,99
1999,6,6,12,164,3.8,4.5,0.36,7.69,4.84,999,1025.7,14.2,13.6,12.7,99
1999,6,6,13,159,3.7,4.1,0.38,8.33,4.82,999,1025.6,14.8,13.6,13.2,99
1999,6,6,14,157,4.8,5.9,0.36,7.69,4.57,999,1024.1,15.3,14.1,13.5,99
1999,6,6,15,152,4.2,4.8,0.4,7.69,4.6,999,1023.3,16.1,14.1,12.4,99
1999,6,6,16,159,3.5,4.1,0.42,7.69,4.56,999,1023,16.6,14.4,12.9,99
1999,6,6,17,138,2.1,3,0.41,8.33,4.56,999,1022.5,17.3,14.9,12.9,99
1999,6,6,18,186,4.2,5,0.43,7.69,4.52,999,1021.2,18.1,15.2,12.3,99
1999,6,6,19,184,4.7,5.5,0.55,7.69,4.21,999,1020.4,18.2,14.9,12.4,99
1999,6,6,20,185,5.3,6,0.6,5.88,4.16,999,1019,18.3,14.9,12.6,99
1999,6,6,21,197,5.3,6.1,0.64,4,4.15,999,1018.7,18.1,14.9,12.7,99
1999,6,6,22,194,7.1,8,0.69,4.55,4.04,999,1017.3,18.3,14.4,12,99
1999,6,6,23,198,6.3,7.5,0.67,3.85,3.86,999,1017.8,17.6,14.1,11.6,99
1999,6,7,0,192,6.9,7.8,0.6,9.09,4.03,999,1017.2,17,13.6,11.9,99
1999,6,7,1,190,5.6,6.7,0.48,8.33,4.06,999,1017.3,15.9,13.6,11.9,99
1999,6,7,2,207,5.9,6.6,0.45,8.33,4.03,999,1017.3,16,13.7,12.1,99
1999,6,7,3,211,6.5,8.1,0.49,8.33,3.83,999,1016.3,15.8,13.3,11.8,99
1999,6,7,4,211,5.1,6.3,0.54,2.86,3.48,999,1015.8,15.6,12.6,11.9,99
1999,6,7,5,214,4.7,5.3,0.5,6.67,3.76,999,1015.5,15.6,12.2,12.1,99
1999,6,7,6,215,4.4,5.7,0.5,5.88,3.96,999,1014.4,14.9,12.1,12,99
1999,6,7,7,232,5.9,6.5,0.46,5.56,3.98,999,1013.5,15.6,11.8,12.4,99
1999,6,7,8,233,5.7,6.6,0.52,5.88,3.9,999,1013.2,15.7,12,12.7,99
1999,6,7,9,241,6.7,7.8,0.47,2.78,3.74,999,1012.8,15.5,12.1,12.8,99
1999,6,7,10,229,6.5,7.3,0.48,2.7,3.63,999,1012.7,15.9,12.6,13.1,99
1999,6,7,11,226,4.3,5.1,0.34,8.33,4.29,999,1013.2,15,12.8,13,99
1999,6,7,12,221,4.5,5.2,0.29,8.33,4.52,999,1013.2,16,12.9,13.4,99
1999,6,7,13,239,5,5.5,0.27,9.09,4.96,999,1012.7,17.2,12.9,14.4,99
1999,6,7,14,242,4,4.3,0.25,8.33,5.4,999,1012.7,17.7,13.1,14.7,99
1999,6,7,15,238,4.8,5.1,0.25,7.69,5.96,999,1012.5,18.9,13.5,15.9,99
1999,6,7,16,228,3.4,3.6,0.29,7.69,5.72,999,1011.8,20.8,14.2,17.1,99
1999,6,7,17,196,2.5,3.2,0.25,7.69,5.8,999,1011.1,23.2,15,17.8,99
1999,6,7,18,191,2,2.4,0.31,7.69,5.53,999,1010.7,26.6,15.8,18.9,99
1999,6,7,19,144,4.1,4.6,0.27,7.69,5.88,999,1010.1,23,15.4,18.8,99
1999,6,7,20,160,4.1,5,0.27,8.33,5.76,999,1009.4,20.4,15.2,17,99
1999,6,7,21,170,3.8,4.1,0.31,7.69,5.08,999,1008.7,19.6,15.2,16.5,99
1999,6,7,22,183,3.6,4.1,0.29,8.33,5.76,999,1008,20.1,15.2,16.5,99
1999,6,7,23,237,4,4.5,0.26,8.33,5.45,999,1008,24.1,16,17.3,99
1999,6,8,0,235,4.1,4.7,0.24,8.33,5.77,999,1008,21.3,15.6,16.5,99
1999,6,8,1,237,5.6,5.9,0.25,8.33,6,999,1008,22.2,14.9,16.9,99
1999,6,8,2,226,4.6,4.8,0.23,7.69,6.04,999,1008,21.2,14.4,16.3,99
1999,6,8,3,239,5.9,6.4,0.24,7.69,6.5,999,1008,21.1,14.1,15.9,99
1999,6,8,4,241,4.3,4.9,0.26,8.33,6.78,999,1007.8,20.6,13.6,15.8,99
1999,6,8,5,225,4.1,4.9,0.23,7.69,6.75,999,1007.1,18.8,13.2,15.2,99
1999,6,8,6,232,5.3,6,0.28,7.14,6.56,999,1007,19.1,13.3,15,99
1999,6,8,7,225,5.2,5.8,0.31,6.67,6.13,999,1006.8,19.1,13.3,15.3,99
1999,6,8,8,229,4.8,5.1,0.29,5.56,5.72,999,1006.4,18.3,13.3,15,99
1999,6,8,9,233,4.8,5.4,0.32,5.26,5.72,999,1006.8,18.2,13.7,14.8,99
1999,6,8,10,231,4.3,4.6,0.29,5.26,5.52,999,1006.8,18.8,13.7,15.2,99
1999,6,8,11,228,4.1,4.4,0.25,5,5.47,999,1006.4,18.8,13.4,15.1,99
1999,6,8,12,223,3.2,3.7,0.21,7.69,5.48,999,1006.4,17.6,13.6,14.7,99
1999,6,8,13,238,5.1,5.6,0.21,8.33,5.3,999,1006.3,18.6,13.6,15.1,99
1999,6,8,14,227,3.3,3.7,0.23,8.33,5.55,999,1005.7,18.7,14.1,15.4,99
1999,6,8,15,228,4.9,5.2,0.24,7.69,5.57,999,1005,20.6,14.2,16.1,99
1999,6,8,16,253,5.1,5.8,0.23,8.33,5.47,999,1005.1,20.3,14.4,15.1,99
1999,6,8,17,241,5.1,6.4,0.2,7.14,5.63,999,1004.7,21.2,14.4,13.9,99
1999,6,8,18,270,4.4,5.1,0.25,5.88,4.81,999,1004.5,19.9,14.4,14.4,99
1999,6,8,19,258,4.7,5.7,0.27,2.56,3.37,999,1004.1,20.2,14.5,13.7,99
1999,6,8,20,252,5.4,6.1,0.35,3.12,3.31,999,1003.9,20.3,14.5,13.2,99
1999,6,8,21,266,5.8,6.5,0.35,2.94,3.27,999,1003.3,20.1,14.5,12.5,99
1999,6,8,22,272,6.7,7.6,0.4,3.03,3.18,999,1003.5,21.2,14.2,12.1,99
1999,6,8,23,283,4.6,5.7,0.39,3.03,3.3,999,1004.1,20.1,14.1,12.1,99
1999,6,9,0,272,5.4,6.1,0.35,3.03,3.32,999,1004.7,20.2,14.1,12.5,99
1999,6,9,1,271,5.7,6.2,0.26,2.86,3.81,999,1005.3,19.9,14.1,12.4,99
1999,6,9,2,269,4.7,5.4,0.19,7.69,4.62,999,1006.2,19.5,13.7,12.3,99
1999,6,9,3,347,4.2,4.8,0.17,8.33,6.15,999,1007.2,18.1,13.7,12.7,99
1999,6,9,4,16,1,2.8,0.18,9.09,6.64,999,1007.8,16.5,13.7,13.5,99
1999,6,9,5,286,1.9,2.3,0.16,8.33,6.9,999,1007.8,17.3,13.6,13.5,99
1999,6,9,6,299,3.8,4.1,0.19,7.69,6.43,999,1007.8,16.7,13.6,13.3,99
1999,6,9,7,21,5.9,7.7,0.2,7.69,6.42,999,1008.5,15.5,13.6,13.3,99
1999,6,9,8,23,7.5,8.8,0.29,2.56,3.57,999,1009.5,13.5,13.6,12.8,99
1999,6,9,9,17,5.9,7,0.46,2.86,3.19,999,1010.4,13.4,13.6,12.8,99
1999,6,9,10,17,5.9,7.3,0.71,4.55,3.75,999,1011.8,12.9,13.6,12.4,99
1999,6,9,11,17,6.1,6.9,0.95,5,4.16,999,1013.3,12.9,13.6,12.3,99
1999,6,9,12,33,7.7,9.3,1.18,5.56,4.53,999,1014.2,13.2,14.1,12.4,99
1999,6,9,13,33,8.1,9.8,1.33,5.88,4.6,999,1014.9,12.9,14.1,11.9,99
1999,6,9,14,43,8.4,9.9,1.35,5.88,4.55,999,1015.9,12.9,14.1,11.3,99
1999,6,9,15,38,7.6,9.2,1.53,5.88,4.93,999,1017.2,13.4,14.1,10.9,99
1999,6,9,16,40,8,9.5,1.63,7.14,5.14,999,1017.9,13.6,14.1,10.8,99
1999,6,9,17,25,7.5,8.9,1.69,7.69,5.31,999,1018.7,13.2,14.1,11.3,99
1999,6,9,18,26,8,9.7,1.62,7.14,5.26,999,1019,12.9,14.1,11,99
1999,6,9,19,40,8.1,9.6,1.61,7.69,5.28,999,1019.3,13.3,14.1,11.2,99
1999,6,9,20,34,7.1,8.2,1.96,7.69,5.76,999,1019.6,13.3,14.1,11,99
1999,6,9,21,43,6.9,8,1.74,7.14,5.48,999,1019.7,13.3,14.1,10.8,99
1999,6,9,22,48,6.2,7.3,1.73,7.69,5.59,999,1020.3,13.3,14.1,10.5,99
1999,6,9,23,57,6.1,7.4,1.66,7.69,5.61,999,1020.7,13.3,14.1,10.6,99
1999,6,10,0,61,6.1,7.5,1.71,7.69,5.72,999,1021,13.3,14.1,10.6,99
1999,6,10,1,65,5.7,6.7,1.69,7.14,5.69,999,1021.3,12.9,14.1,9.9,99
1999,6,10,2,67,4.7,5.7,1.47,7.14,5.67,999,1022.4,13.3,14.1,10.6,99
1999,6,10,3,63,5.1,6.2,1.59,7.69,5.95,999,1022.5,12.9,14.1,9.9,99
1999,6,10,4,49,4.4,5.5,1.54,7.69,5.97,999,1022.8,12.9,13.7,9.9,99
1999,6,10,5,41,4.3,5.2,1.51,7.69,6.15,999,1023.4,13.1,13.7,9.9,99
1999,6,10,6,23,4.4,5.1,1.55,8.33,6.1,999,1023.6,12.9,13.6,9.8,99
1999,6,10,7,12,5.4,6.3,1.69,7.69,6.31,999,1023.6,12.9,13.7,10,99
1999,6,10,8,25,6.2,7.4,1.55,8.33,6.03,999,1023.5,13.3,13.6,9.7,99
1999,6,10,9,46,6.2,7.6,1.68,7.69,5.85,999,1024.1,13.6,13.7,7.7,99
1999,6,10,10,49,6.2,6.9,1.55,7.69,5.54,999,1025,13.6,13.7,8.4,99
1999,6,10,11,54,5.6,6.6,1.51,7.69,5.77,999,1025.2,13.6,13.7,7.7,99
1999,6,10,12,38,6,7.2,1.39,7.69,5.45,999,1025.8,13.6,13.7,8.5,99
1999,6,10,13,40,6.5,7.8,1.41,8.33,5.66,999,1026.6,13.5,13.6,8.4,99
1999,6,10,14,39,6.7,7.9,1.32,9.09,5.39,999,1027,13.4,13.7,8.7,99
1999,6,10,15,46,6.8,7.9,1.33,9.09,5.36,999,1027.8,13.4,13.7,7.7,99
1999,6,10,16,49,6.6,8,1.49,9.09,5.69,999,1028.1,13.3,13.7,9.2,99
1999,6,10,17,56,7.1,8.4,1.52,8.33,5.68,999,1028.4,12.9,14.1,9.2,99
1999,6,10,18,76,5.4,6.5,1.47,8.33,5.61,999,1028.1,12.9,14.1,8.8,99
1999,6,10,19,83,4.4,5.4,1.4,8.33,5.82,999,1028.1,12.9,14.1,9.1,99
1999,6,10,20,77,3.7,5,1.31,8.33,5.64,999,1027.9,12.9,14.1,9.1,99
1999,6,10,21,72,3.8,4.8,1.35,9.09,5.94,999,1027.3,13.3,14.4,9.5,99
1999,6,10,22,59,3.2,4.1,1.46,7.69,5.96,999,1027.3,13.4,14.4,10.1,99
1999,6,10,23,66,3.5,4.4,1.32,5.88,5.69,999,1027.2,13.4,14.4,10.1,99
1999,6,11,0,76,3.2,4,1.4,7.69,5.78,999,1027.2,13.4,14.4,10.4,99
1999,6,11,1,81,3.3,4.4,1.28,7.69,5.59,999,1027.2,13.3,14.4,10.2,99
1999,6,11,2,78,3.5,4.2,1.34,9.09,6.05,999,1027.3,13,14.2,9.7,99
1999,6,11,3,72,3.6,4.3,1.33,8.33,6.14,999,1027.4,12.9,14.2,10.1,99
1999,6,11,4,73,4,4.9,1.27,9.09,6.33,999,1028.1,12.9,14.1,10.1,99
1999,6,11,5,94,2.6,3.4,1.26,9.09,6.3,999,1027.6,12.9,14.1,10.2,99
1999,6,11,6,80,2,2.7,1.22,9.09,6.47,999,1027.4,12.8,14.1,10.3,99
1999,6,11,7,51,2,2.6,1.26,9.09,6.72,999,1027.4,12.8,14.1,10.2,99
1999,6,11,8,47,2,2.6,1.18,8.33,6.63,999,1027.3,12.6,14.1,10,99
1999,6,11,9,65,2.6,3.4,1.21,9.09,6.57,999,1028.1,12.7,14.1,10,99
1999,6,11,10,47,2.9,3.7,1.29,8.33,6.72,999,1028.3,12.8,14.1,9.7,99
1999,6,11,11,38,1.9,2.9,1.29,8.33,6.71,999,1028.3,13.4,14.1,9.8,99
1999,6,11,12,355,2.3,2.8,1.32,8.33,6.66,999,1028.7,13.4,14.1,10,99
1999,6,11,13,352,3.7,4.5,1.29,10,6.75,999,1028.4,12.8,14.1,9.9,99
1999,6,11,14,355,2.8,3.6,1.19,10,6.64,999,1028.5,12.8,14.1,9.6,99
1999,6,11,15,19,1.7,2.5,1.2,10,6.9,999,1028.7,13.3,14.4,10,99
1999,6,11,16,100,2.4,3.5,1.28,9.09,7.06,999,1028.2,13.6,14.9,10.2,99
1999,6,11,17,144,1.9,2.6,1.35,9.09,7.36,999,1028.1,13.7,15.2,10.4,99
1999,6,11,18,94,2.3,3.1,1.3,10,7.54,999,1027.4,14.1,15.7,10.7,99
1999,6,11,19,89,3.5,4.5,1.34,9.09,7.51,999,1027.2,14.1,15.3,10.9,99
1999,6,11,20,75,3.6,4.4,1.13,9.09,7.13,999,1026.7,14.4,15.2,11.5,99
1999,6,11,21,84,4.9,5.8,1.33,8.33,7.39,999,1026.6,14.5,15.2,11.8,99
1999,6,11,22,96,5.4,6.4,1.32,9.09,7.16,999,1026.5,14.5,14.9,12.1,99
1999,6,11,23,102,5.8,6.6,1.24,10,6.47,999,1025.8,14.5,14.8,12.2,99
1999,6,12,0,115,6.3,7.6,1.2,10,6.29,999,1025.6,14.5,14.5,12.2,99
1999,6,12,1,123,6.2,7.1,1.28,10,6.36,999,1025.7,14.4,14.4,12.2,99
1999,6,12,2,125,5.4,6.9,1.07,9.09,5.45,999,1025.8,14.4,14.4,12,99
1999,6,12,3,134,4.3,5.1,1.06,9.09,6.14,999,1026.4,14.3,14.4,12.2,99
1999,6,12,4,138,4.7,5.5,1.03,9.09,6.23,999,1026,14.1,14.4,12.4,99
1999,6,12,5,163,2.7,3.5,1,9.09,6.54,999,1026.6,14.1,14.4,12.7,99
1999,6,12,6,280,1.4,1.8,0.93,9.09,6.74,999,1026.7,13.6,14.1,12.6,99
1999,6,12,7,318,0.5,0.7,1.04,8.33,6.99,999,1026.6,13.4,13.7,12.3,99
1999,6,12,8,292,1.4,1.9,1.04,8.33,7.01,999,1026.6,13.3,13.7,12.3,99
1999,6,12,9,318,3,3.6,1.06,8.33,6.88,999,1026.6,13.3,13.6,12.4,99
1999,6,12,10,329,2.8,3.4,1.03,9.09,6.7,999,1026.9,13.4,13.7,12.2,99
1999,6,12,11,360,2.2,2.5,1.2,8.33,6.82,999,1027.2,13.6,13.8,12.2,99
1999,6,12,12,347,4.1,4.6,0.98,9.09,6.28,999,1027.2,13.8,14.1,12.3,99
1999,6,12,13,3,3.1,3.6,1.03,10,6.57,999,1027.2,14.1,14.1,12.6,99
1999,6,12,14,25,2.1,2.5,0.95,8.33,6.16,999,1027.2,14.5,14.3,12.7,99
1999,6,12,15,51,1.9,2.7,0.87,10,5.93,999,1027.4,14.9,14.9,13.2,99
1999,6,12,16,102,3.6,4.1,0.88,9.09,6.42,999,1027.3,14.9,14.5,13.6,99
1999,6,12,17,96,2.4,3,0.91,10,7.09,999,1027.2,15.2,14.8,13.6,99
1999,6,12,18,95,1.9,2.3,0.99,9.09,7.36,999,1027.2,15.3,15,13.8,99
1999,6,12,19,91,2.4,3.2,0.87,9.09,7.33,999,1027.1,15.7,15.3,14.1,99
1999,6,12,20,115,3.6,4.2,0.99,9.09,7.47,999,1026.7,15.8,15.2,14.3,99
1999,6,12,21,118,4.5,5.2,0.88,9.09,7.1,999,1026.4,15.7,14.9,14.4,99
1999,6,12,22,118,5.3,6,1,8.33,6.9,999,1025.7,15.7,14.8,14.5,99
1999,6,12,23,118,4.6,5.7,1.02,9.09,6.66,999,1025.6,15.6,14.5,14.8,99
1999,6,13,0,140,4.6,5.1,1,7.69,6.12,999,1025.4,15.6,14.4,14.9,99
1999,6,13,1,131,3.2,3.8,0.93,9.09,6.1,999,1025.1,15.2,14.4,14.7,99
1999,6,13,2,140,1.9,3,0.96,8.33,6.13,999,1025.2,15.2,14.4,14.7,99
1999,6,13,3,64,0.6,0.9,0.85,9.09,5.98,999,1025.6,15.2,14.4,14.8,99
1999,6,13,4,53,1.6,1.9,0.88,10,6.19,999,1025.6,15,14.4,14.6,99
1999,6,13,5,78,1.4,2.1,0.77,9.09,5.84,999,1025,15.7,14.5,15.3,99
1999,6,13,6,249,0.7,1.3,0.76,9.09,6.13,999,1025,16.1,14.5,15.8,99
1999,6,13,7,110,1.8,2.5,0.75,9.09,6.22,999,1024.3,14.9,14.4,14.6,99
1999,6,13,8,124,3.8,4.5,0.84,9.09,7.03,999,1024.2,15.1,14.2,14.8,99
1999,6,13,9,120,2.6,2.9,0.76,9.09,7.11,999,1024.2,14.9,14.2,14.6,99
1999,6,13,10,81,2.4,2.7,0.87,8.33,7.19,999,1024.9,14.9,14.1,14.6,99
1999,6,13,11,97,2.1,2.4,0.82,9.09,6.87,999,1025,14.9,14.2,14.6,99
1999,6,13,12,115,2,2.5,0.83,8.33,6.46,999,1025,14.9,14.4,14.6,99
1999,6,13,13,115,1.4,1.6,0.82,9.09,6.25,999,1025,15.2,14.5,14.9,99
1999,6,13,14,142,2.4,2.7,0.79,7.69,6.07,999,1024.6,15.2,14.7,14.9,99
1999,6,13,15,91,2.7,3.1,0.75,9.09,6.09,999,1024.1,15.6,14.9,15.3,99
1999,6,13,16,40,2.8,3.9,0.7,8.33,5.94,999,1024.1,15.7,15.2,15.3,99
1999,6,13,17,44,2.7,3.4,0.7,8.33,6.18,999,1024.1,16,15.2,15.6,99
1999,6,13,18,41,4.5,5.1,0.68,8.33,6.4,999,1023.5,16,15.3,15.6,99
1999,6,13,19,48,4.4,5.3,0.66,9.09,6.35,999,1023.4,16,15.3,15.6,99
1999,6,13,20,70,4.8,5.6,0.63,8.33,6.07,999,1022.7,15.9,15.3,15.5,99
1999,6,13,21,93,6.1,7.2,0.77,7.69,5.28,999,1022,16.8,15.2,16.4,99
1999,6,13,22,129,6.5,7.5,0.78,7.14,5.04,999,1021.2,17.9,14.9,16.5,99
1999,6,13,23,138,6.6,7.4,0.87,7.69,4.69,999,1021.1,17.9,14.9,16.7,99
1999,6,14,0,135,6.2,7.1,0.84,9.09,4.69,999,1020.7,17.3,14.9,16.4,99
