"YY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
93,1,2,11,281,9.1,12.1,0.4,2.9,3.4,999,1026.3,-4.8,4.7,999,99
93,1,2,12,287,8.6,11.6,0.3,3.2,3.4,999,1027,-4.7,4.7,999,99
93,1,2,13,288,7.9,10.7,0.3,3,3.5,999,1028.1,-4.9,4.7,999,99
93,1,2,14,292,8.2,12.2,0.2,2.8,3.4,999,1028.9,-4.6,4.7,999,99
93,1,2,15,306,10.4,13.1,0.3,3,3.2,999,1030,-4.6,4.7,999,99
93,1,2,16,307,11.1,15.4,0.5,3.6,3.4,999,1029.9,-3.9,4.7,999,99
93,1,2,17,309,12.2,15.4,0.5,3.4,3.5,999,1029.7,-3.3,4.7,999,99
93,1,2,18,322,10.3,14.3,0.6,3.6,3.5,999,1029.9,-2.7,4.7,999,99
93,1,2,19,337,10,15.3,0.6,3.6,3.5,999,1030.3,-2.7,4.7,999,99
93,1,2,20,338,9,11.4,0.5,3.6,3.4,999,1031.3,-2.9,4.7,999,99
93,1,2,21,345,8.4,10.9,0.4,3.4,3.4,999,1031.9,-3,4.7,999,99
93,1,2,22,329,9.1,11,0.4,3.1,3.3,999,1032.9,-3.4,4.7,999,99
93,1,2,23,329,9.4,11.8,0.3,3.1,3.4,999,1034.3,-3.9,4.8,999,99
93,1,3,0,325,8.8,10.7,0.4,3.2,3.3,999,1034.8,-4.2,4.7,999,99
93,1,3,1,328,8.3,10.2,0.4,3,3.6,999,1035.1,-4.6,4.7,999,99
93,1,3,2,329,9.2,11.2,0.4,3,3.6,999,1036.1,-5.3,4.7,999,99
93,1,3,3,326,9.3,12.1,0.4,3.1,3.6,999,1036.7,-6.1,4.7,999,99
93,1,3,4,338,7.5,9.8,0.4,5.3,3.8,999,1037.7,-6.6,4.4,999,99
93,1,3,5,8,6.5,8.9,0.4,5,3.9,999,1037.7,-7.1,4.4,999,99
93,1,3,6,4,5.6,7.6,0.4,5,4,999,1038,-7.3,4.4,999,99
93,1,3,7,337,5.2,6.7,0.4,4.8,4,999,1039,-7.3,4.4,999,99
93,1,3,8,358,4.5,5.7,0.4,4.5,3.8,999,1038.3,-7.4,4.7,999,99
93,1,3,9,7,5.3,6.7,0.4,4.3,4,999,1038.3,-6.5,4.5,999,99
93,1,3,10,354,4.7,6.1,0.4,6.2,4.2,999,1038.9,-6.3,4.4,999,99
93,1,3,11,339,4.4,5.5,0.5,5.3,4.4,999,1039.1,-6.6,4.4,999,99
93,1,3,12,331,4.3,5.2,0.5,5,4.4,999,1039.2,-6.6,4.4,999,99
93,1,3,13,323,3.6,5,0.4,5,4.5,999,1039.8,-6.1,4.4,999,99
93,1,3,14,290,3.6,4.5,0.4,5.3,4.6,999,1040.6,-6.2,4.4,999,99
93,1,3,15,315,1.6,2.2,0.4,4.5,4.8,999,1040.6,-5.7,4.4,999,99
93,1,3,16,278,1.6,2.4,0.4,5,4.9,999,1039.8,-4.8,4.4,999,99
93,1,3,17,227,2,2.7,0.4,4.5,5.1,999,1039.1,-3.9,4.4,999,99
93,1,3,18,216,1.4,2.1,0.4,5,5.1,999,1038.1,-3,4.4,999,99
93,1,3,19,191,6.4,8.3,0.4,5,4.9,999,1036.6,-1.1,4.4,999,99
93,1,3,20,188,6,8,0.4,6.2,4.5,999,1036.1,-0.3,4.4,999,99
93,1,3,21,197,6.7,8.9,0.4,7.1,4.6,999,1035.2,0.4,4.4,999,99
93,1,3,22,193,7.6,9.4,0.4,5.9,4.4,999,1034.5,0.8,4.4,999,99
93,1,3,23,186,6.5,7.9,0.4,7.1,4.4,999,1033.9,1.1,4.4,999,99
93,1,4,0,174,7.6,9.9,0.4,7.1,4.2,999,1033,1.6,4.4,999,99
93,1,4,1,185,8.1,9.5,0.6,4,4.1,999,1032,2.3,4.4,999,99
93,1,4,2,187,7.1,8.8,0.6,4.2,4.2,999,1031.4,2.8,4.4,999,99
93,1,4,3,200,6.5,8,0.5,4.5,4.2,999,1030.5,3.6,4.4,999,99
93,1,4,4,198,6.2,7.1,0.5,4.3,4.2,999,1029.9,4.3,4.4,999,99
93,1,4,5,206,7,8.6,0.5,4.5,4.2,999,1028.8,5.1,4.4,999,99
93,1,4,6,208,8.7,10.3,0.5,4.3,3.8,999,1027.4,5.5,4.4,999,99
93,1,4,7,220,7.4,9.3,0.5,4.2,3.9,999,1026.7,5.9,4.4,999,99
93,1,4,8,229,7.7,9.1,0.5,4,3.9,999,1025.9,6.3,4.4,999,99
93,1,4,9,221,9.2,10.6,0.5,4.2,4,999,1024.2,6.3,4.4,999,99
93,1,4,10,236,9.5,10.9,0.5,3.8,3.9,999,1023.4,6.6,4.4,999,99
93,1,4,11,230,8.9,10.7,0.5,4.2,3.9,999,1022.6,6.6,4.4,999,99
93,1,4,12,235,7.4,9,0.5,4.3,3.8,999,1022.7,6.7,4.4,999,99
93,1,4,13,233,9.4,10.9,0.5,4,3.9,999,1022.7,7.1,4.4,999,99
93,1,4,14,235,7.5,8.3,0.5,3.8,3.7,999,1023.3,7.4,4.4,999,99
93,1,4,15,233,8,9.2,0.4,3.8,3.8,999,1023.3,7.5,4.4,999,99
93,1,4,16,235,8,9,0.4,3.8,3.6,999,1022.2,7.8,4.4,999,99
93,1,4,17,241,7.9,9.2,0.4,7.7,3.8,999,1021,9,4.4,999,99
93,1,4,18,232,10,11.4,0.4,2.9,3.8,999,1019.8,10.5,4.4,999,99
93,1,4,19,225,7.4,8.9,0.4,3.3,3.8,999,1019.6,11,4.5,999,99
93,1,4,20,230,7.7,9.8,0.5,3.3,3.8,999,1019,11.4,4.7,999,99
93,1,4,21,222,8.4,10.6,0.4,3.4,3.8,999,1018.6,11.9,4.7,999,99
93,1,4,22,225,10.2,12.2,0.4,3.3,3.8,999,1018.4,11.8,4.7,999,99
93,1,4,23,211,7.8,9.2,0.4,3.2,3.9,999,1019,10.3,4.7,999,99
93,1,5,0,221,7.9,9.2,0.4,3.2,3.8,999,1019,9.7,4.7,999,99
93,1,5,1,215,7.4,8.9,0.4,3.7,4,999,1018.1,9,4.7,999,99
93,1,5,2,215,11.1,12.8,0.4,2.9,3.6,999,1016.6,9.4,4.7,999,99
93,1,5,3,221,11.5,13.2,0.6,3.6,3.6,999,1016.4,10.1,4.7,999,99
93,1,5,4,219,10.3,11.7,0.5,4.2,3.7,999,1016.5,10.2,4.7,999,99
93,1,5,5,219,9.5,11.5,0.5,3.3,3.6,999,1015.7,10.2,4.7,999,99
93,1,5,6,216,8.4,10.6,0.5,3.3,3.6,999,1014.8,9.7,4.7,999,99
93,1,5,7,216,8,9.3,0.5,3.7,3.6,999,1014.1,10.3,4.7,999,99
93,1,5,8,208,10.7,13.2,0.5,4.2,3.8,999,1012.1,11.2,4.7,999,99
93,1,5,9,218,10.7,12.8,0.5,3.6,3.7,999,1011.1,11.4,4.7,999,99
93,1,5,10,214,10.8,13,0.6,3.6,3.7,999,1009.9,11.8,4.7,999,99
93,1,5,11,211,11.1,13.4,0.7,3.8,3.8,999,1008.8,11.9,4.7,999,99
93,1,5,12,212,12.8,15.7,0.7,3.6,3.9,999,1008,12.1,4.7,999,99
93,1,5,13,212,13.7,16.6,0.9,3.8,3.9,999,1006.3,12.1,4.7,999,99
93,1,5,14,214,15.3,19,0.9,4,3.9,999,1005,12.5,4.7,999,99
93,1,5,15,217,15.4,19.6,1.2,4.8,4.1,999,1004.2,12.9,4.7,999,99
93,1,5,16,215,15,17.5,1.1,4.3,4.1,999,1004.1,12.2,4.8,999,99
93,1,5,17,217,8,8.6,0.7,4.8,4.1,999,1003.2,12.3,4.8,999,99
93,1,5,18,227,10.6,11.8,0.5,4.8,4.5,999,1002.3,11.5,4.7,999,99
93,1,5,19,228,11.1,12.5,0.5,5.3,3.9,999,1003.2,11.8,4.7,999,99
93,1,5,20,253,8.1,8.7,0.5,7.7,3.9,999,1004.7,11.3,4.7,999,99
93,1,5,21,277,12,14.2,0.3,6.7,4.5,999,1006.3,12.3,4.7,999,99
93,1,5,22,274,10.6,12.6,0.5,3.7,3.8,999,1008.7,11,4.7,999,99
93,1,5,23,281,12.1,14.6,0.5,3.1,3.8,999,1010.3,9.4,4.8,999,99
93,1,6,0,291,9.2,10.6,0.5,3.4,3.8,999,1013.4,8.1,4.8,999,99
93,1,6,1,327,7.8,11.3,0.4,3.3,3.6,999,1015,7.4,4.8,999,99
93,1,6,2,329,8,10.1,0.5,3.3,3.6,999,1017.8,5.9,4.8,999,99
93,1,6,3,323,11.8,14.3,0.5,3.4,3.6,999,1018.7,4.4,4.8,999,99
93,1,6,4,329,9.1,11,0.5,3.2,3.7,999,1020.4,3.6,4.8,999,99
93,1,6,5,335,7.4,8.7,0.4,2.9,3.7,999,1021,2.8,4.8,999,99
93,1,6,6,342,7,9.1,0.4,8.3,4.3,999,1021.8,2.1,4.7,999,99
93,1,6,7,353,9.1,10.8,0.4,9.1,4.3,999,1022.7,1.5,4.7,999,99
93,1,6,8,346,7.4,8.5,0.5,8.3,4.5,999,1023.8,1.2,4.7,999,99
93,1,6,9,347,5.8,6.8,0.5,8.3,4.9,999,1023.6,0.8,4.7,999,99
93,1,6,10,348,4.7,5.4,0.6,5.6,5.1,999,1023.7,0.5,4.7,999,99
93,1,6,11,5,3.9,4.6,0.6,5.6,5.3,999,1023.7,0.8,4.7,999,99
93,1,6,12,16,3.9,4.4,0.6,5.9,5.3,999,1024.3,0.9,4.7,999,99
93,1,6,13,360,3.2,3.8,0.6,5.6,5.1,999,1025.2,1.2,4.8,999,99
93,1,6,14,328,3.7,4.6,0.6,11.1,5.5,999,1025.2,1.5,4.7,999,99
93,1,6,15,313,3.1,3.6,0.6,10,5.7,999,1025.6,1.2,4.7,999,99
93,1,6,16,324,2,2.8,0.6,9.1,5.9,999,1024.5,1.3,4.7,999,99
93,1,6,17,307,2.4,3.2,0.6,10,6,999,1024,1.5,4.7,999,99
93,1,6,18,304,1.9,2.8,0.6,11.1,6.2,999,1023.5,1.6,4.7,999,99
93,1,6,19,299,1.5,2,0.6,11.1,6.2,999,1022.7,1.7,4.7,999,99
93,1,6,20,228,0.4,1,0.7,11.1,6.4,999,1022.6,2,4.7,999,99
93,1,6,21,269,2,2.5,0.7,11.1,6.2,999,1022.8,2.3,4.7,999,99
93,1,6,22,196,1.5,2.4,0.6,9.1,5.9,999,1022.7,2.3,4.7,999,99
93,1,6,23,210,0.9,1.4,0.7,11.1,6.1,999,1022.5,2.4,4.7,999,99
93,1,7,0,202,3.5,4.3,0.6,11.1,6,999,1022,2.7,4.7,999,99
93,1,7,1,234,5,5.7,0.6,10,6.2,999,1022.6,2.8,4.7,999,99
93,1,7,2,249,4.7,5.8,0.5,11.1,6.2,999,1022.5,2.5,4.7,999,99
93,1,7,3,255,6.4,7.3,0.5,11.1,6.4,999,1022.5,2.5,4.7,999,99
93,1,7,4,256,6.2,7.2,0.5,10,6.7,999,1022.4,2.5,4.7,999,99
93,1,7,5,260,5.9,6.7,0.5,10,6.8,999,1022,2.5,4.7,999,99
93,1,7,6,276,6.2,7.2,0.5,10,7.4,999,1021.9,2.8,4.7,999,99
93,1,7,7,279,5.9,6.8,0.5,11.1,7.6,999,1022.1,2.4,4.4,999,99
93,1,7,8,278,6.5,7.7,0.5,10,7.5,999,1023.1,2.4,4.4,999,99
93,1,7,9,280,5.7,6.8,0.5,10,7.8,999,1023.5,2.3,4.4,999,99
93,1,7,10,270,5.1,6.3,0.5,11.1,7.7,999,1023.4,2,4.4,999,99
93,1,7,11,289,5.7,6.8,0.5,10,7.8,999,1023.6,1.7,4.6,999,99
93,1,7,12,305,5.1,6.1,0.5,11.1,7.4,999,1023.6,1.6,4.4,999,99
93,1,7,13,307,4.2,5,0.5,10,7.3,999,1023.8,1.6,4.7,999,99
93,1,7,14,309,4.5,5.1,0.4,10,7,999,1024.6,2,4.7,999,99
93,1,7,15,315,2.5,3,0.4,10,6.6,999,1025,2.7,4.7,999,99
93,1,7,16,281,1.7,2.4,0.4,10,6.9,999,1024.3,2.4,4.7,999,99
93,1,7,17,289,1.3,1.8,0.4,10,7.2,999,1023.6,2.5,4.7,999,99
93,1,7,18,192,0.7,1.2,0.4,9.1,7.4,999,1022.6,3.1,4.7,999,99
93,1,7,19,156,1.7,2.3,0.4,8.3,6.8,999,1021.8,3.6,4.8,999,99
93,1,7,20,126,1.6,2.2,0.5,9.1,7.6,999,1021.9,3.6,4.7,999,99
93,1,7,21,143,3.5,4,0.4,9.1,7.3,999,1021.9,3.3,4.7,999,99
93,1,7,22,165,5.3,6.3,0.4,10,7.2,999,1021.2,3.1,4.7,999,99
93,1,7,23,180,4.6,5.2,0.4,9.1,6.9,999,1021.2,3.2,4.7,999,99
93,1,8,0,201,6.6,8.1,0.4,9.1,6.5,999,1021,2.9,4.7,999,99
93,1,8,1,221,6.2,7,0.4,9.1,6.3,999,1020.6,2.4,4.7,999,99
93,1,8,2,220,5.6,6.7,0.4,9.1,6.1,999,1020.5,2.4,4.6,999,99
93,1,8,3,223,5.6,6.7,0.4,10,5.8,999,1020.1,2.4,4.6,999,99
93,1,8,4,239,4.9,6,0.4,8.3,5.9,999,1019.6,2.4,4.6,999,99
93,1,8,5,233,4.2,4.9,0.4,9.1,6.4,999,1018.9,2.4,4.4,999,99
93,1,8,6,243,4.8,5.7,0.4,9.1,6.7,999,1019.4,2.7,4.4,999,99
93,1,8,7,237,4.9,5.8,0.4,9.1,7.1,999,1019.1,2.5,4.4,999,99
93,1,8,8,251,4.9,5.7,0.4,9.1,7.2,999,1018.7,2.5,4.4,999,99
93,1,8,9,256,4.3,4.9,0.4,9.1,7.4,999,1017.9,2.4,4.3,999,99
93,1,8,10,251,4.1,4.8,0.4,9.1,7.3,999,1017.2,2.5,4.3,999,99
93,1,8,11,275,4.5,5.1,0.4,9.1,7.5,999,1016.9,2.8,4.4,999,99
93,1,8,12,292,3.5,3.9,0.4,8.3,7.4,999,1016.6,2.7,4.4,999,99
93,1,8,13,310,3.6,4,0.4,9.1,7,999,1017.1,2.7,4.3,999,99
93,1,8,14,316,3.5,4.1,0.4,9.1,6.6,999,1017.6,2.8,4.4,999,99
93,1,8,15,333,5,5.9,0.4,9.1,6.7,999,1017.9,3.2,4.4,999,99
93,1,8,16,335,3,3.7,0.3,9.1,6.5,999,1017.4,3.5,4.4,999,99
93,1,8,17,346,2.6,3.1,0.3,8.3,6.6,999,1016.4,3.7,4.4,999,99
93,1,8,18,329,1.6,1.9,0.3,9.1,6.8,999,1015.8,4,4.4,999,99
93,1,8,19,353,3.5,4.3,0.3,9.1,7.2,999,1016.4,4.3,4.4,999,99
93,1,8,20,340,3.8,4.7,0.4,8.3,7.4,999,1017.2,4.5,4.4,999,99
93,1,8,21,347,4.5,5.7,0.4,8.3,7.5,999,1017.9,4.4,4.4,999,99
93,1,8,22,353,7.6,8.9,0.4,9.1,6.4,999,1018.9,4.2,4.4,999,99
93,1,8,23,4,6.8,7.7,0.5,8.3,4.8,999,1019.6,3.9,4.4,999,99
93,1,9,0,2,6.7,7.9,0.5,7.7,4.5,999,1020.3,3.5,4.4,999,99
93,1,9,1,4,7.6,9.2,0.5,7.7,4.7,999,1020.3,2.9,4.4,999,99
93,1,9,2,360,9.4,10.7,0.5,8.3,3.9,999,1021.1,2.1,4.4,999,99
93,1,9,3,357,8.7,10.1,0.6,9.1,4,999,1021.9,1.7,4.4,999,99
93,1,9,4,2,9.1,10.8,0.6,3.1,3.7,999,1022.6,1.3,4.4,999,99
93,1,9,5,3,10.1,12,0.6,3.3,3.8,999,1023.5,0.9,4.4,999,99
93,1,9,6,7,9.4,11.6,0.8,5,4.5,999,1023.7,0.5,4.4,999,99
93,1,9,7,5,8.5,10.3,1,5.3,4.8,999,1025,0.4,4.4,999,99
93,1,9,8,30,9.9,12.4,1.1,5.6,5,999,1025.8,0.1,4.4,999,99
93,1,9,9,38,10.7,13.9,1.1,5.6,4.7,999,1026.6,-0.8,4.4,999,99
93,1,9,10,32,11.5,13.4,1.2,5.9,4.8,999,1027.3,-1.7,4.4,999,99
93,1,9,11,27,11.4,14.2,1.3,6.2,4.8,999,1028.4,-1.9,4.4,999,99
93,1,9,12,48,11.6,14.5,1.5,6.2,5.1,999,1029.7,-2.2,4.4,999,99
93,1,9,13,44,11.7,14.3,1.7,6.7,5.2,999,1030.2,-2.9,4.4,999,99
93,1,9,14,48,11.9,16.2,1.9,6.2,5.4,999,1030.7,-3,4.3,999,99
93,1,9,15,41,11.6,14.5,2,7.1,5.5,999,1031.7,-3,4.3,999,99
93,1,9,16,38,12,15.1,1.8,7.1,5.5,999,1031.7,-3.1,4.3,999,99
93,1,9,17,48,12.7,15.8,1.8,6.7,5.7,999,1031.1,-3.8,4.3,999,99
93,1,9,18,40,11.4,14,1.6,6.7,5.6,999,1031.3,-3.4,4.3,999,99
93,1,9,19,41,10.3,13.2,1.7,7.1,5.6,999,1031.5,-3.8,4.3,999,99
93,1,9,20,44,10.9,14.1,1.8,7.1,6,999,1031.9,-4.1,4.3,999,99
93,1,9,21,35,11.1,15.6,1.7,7.1,5.8,999,1032.8,-4,4.3,999,99
93,1,9,22,42,10.9,13,1.9,7.7,5.9,999,1032.9,-4.2,4.3,999,99
93,1,9,23,47,10.2,14,2,7.7,6,999,1033.6,-4.3,4.3,999,99
93,1,10,0,53,10.7,13,2,7.1,5.8,999,1034.4,-4.2,4.3,999,99
93,1,10,1,50,11.2,14.3,1.9,7.7,5.6,999,1034.1,-4.3,4.3,999,99
93,1,10,2,46,11.9,14.6,2,7.1,5.5,999,1034.4,-4.4,4.3,999,99
93,1,10,3,45,12.6,15.6,2.1,6.7,5.6,999,1033.8,-4.3,4.3,999,99
93,1,10,4,45,11.6,14.6,2.1,6.7,5.7,999,1034.1,-4.3,4.1,999,99
93,1,10,5,43,12.8,15.1,2.1,7.1,5.7,999,1033.4,-4.8,4.1,999,99
93,1,10,6,49,11.7,14.4,2.1,7.7,5.9,999,1033.4,-4.9,4.2,999,99
93,1,10,7,41,11.7,14.5,2.1,7.7,6.1,999,1034.4,-5,4.3,999,99
93,1,10,8,38,11.4,15.5,2.1,7.7,6.1,999,1035.6,-5.3,4.3,999,99
93,1,10,9,33,10.9,14.8,2.2,7.7,6.5,999,1035.4,-5.9,4.3,999,99
93,1,10,10,31,11.3,14.1,2.1,7.7,6.3,999,1036.4,-6.1,4.3,999,99
93,1,10,11,36,11.7,14.8,2.2,7.7,6.3,999,1036.8,-6.3,4.3,999,99
93,1,10,12,45,9.6,12.2,2.2,7.7,6,999,1037.6,-6.6,4.3,999,99
93,1,10,13,40,9.8,14.1,2,7.7,5.9,999,1038.3,-6.6,4.3,999,99
93,1,10,14,40,9.6,13.9,2.1,7.7,6,999,1039.1,-6.6,4.3,999,99
93,1,10,15,38,9.7,11.7,2,7.7,5.8,999,1039.1,-6.6,4.3,999,99
93,1,10,16,29,9.1,11.9,1.9,7.7,5.8,999,1039.2,-6.9,4.3,999,99
93,1,10,17,28,9.1,11.6,2,7.7,5.9,999,1038.4,-6.9,4.3,999,99
93,1,10,18,31,8.5,10.9,1.7,7.7,6.1,999,1038.1,-6.7,4.3,999,99
93,1,10,19,31,8.2,10.4,1.7,7.7,6.3,999,1037.8,-6.9,4.2,999,99
93,1,10,20,26,7.9,10.1,1.7,7.7,6.4,999,1038.1,-6.5,4.1,999,99
93,1,10,21,30,7.7,9.9,1.6,7.7,6.4,999,1038.2,-6.5,4.3,999,99
93,1,10,22,20,6.8,8.6,1.5,7.7,6.3,999,1038.5,-6.2,4.2,999,99
93,1,10,23,23,6.7,9.2,1.5,7.7,6.3,999,1038.9,-5.9,4.1,999,99
93,1,11,0,31,7,9.2,1.5,7.1,6.1,999,1038.2,-5.7,4,999,99
93,1,11,1,11,6.9,8.3,1.5,8.3,5.9,999,1038.2,-6.2,4,999,99
93,1,11,2,11,6.9,8.4,1.5,7.1,5.9,999,1038.1,-6.1,4,999,99
93,1,11,3,11,7.2,8.8,1.4,8.3,5.9,999,1037.7,-5.7,4,999,99
93,1,11,4,15,6.8,8.7,1.4,7.1,5.8,999,1037.4,-5.5,4,999,99
93,1,11,5,14,7.4,8.6,1.2,6.2,5.6,999,1036.5,-5.1,4,999,99
93,1,11,6,5,7.4,9.3,1.2,7.7,5.9,999,1036,-5.1,4,999,99
93,1,11,7,10,7.2,8.5,1.1,7.7,5.9,999,1036.3,-5.2,4,999,99
93,1,11,8,349,7.5,9,1.2,7.7,6.2,999,1036.2,-6.2,4,999,99
93,1,11,9,358,5.9,7.6,1.1,8.3,6.4,999,1035.8,-6.1,4,999,99
93,1,11,10,360,4.7,5.9,1.1,8.3,6.7,999,1035.8,-5.8,4,999,99
93,1,11,11,24,3.5,5.1,1,8.3,6.5,999,1035.2,-5.5,4,999,99
93,1,11,12,18,3.1,4.3,0.9,7.7,6.4,999,1035.4,-5.3,4,999,99
93,1,11,13,11,3,4.1,1,8.3,6.4,999,1035.8,-5.1,4,999,99
93,1,11,14,18,3.6,4.8,1,8.3,6.5,999,1035.2,-4.7,4,999,99
93,1,11,15,19,2.8,3.9,0.9,7.7,6,999,1035.6,-4.3,4,999,99
93,1,11,16,28,3.2,4.1,0.9,7.7,6.2,999,1034.5,-3.9,4,999,99
93,1,11,17,11,2.1,2.9,0.9,8.3,6.2,999,1033.9,-3.4,4,999,99
93,1,11,18,352,0.9,1.7,0.8,7.7,6.2,999,1032.9,-2.8,4,999,99
93,1,11,19,328,1,2,0.8,7.7,6.4,999,1032.1,-3,4,999,99
93,1,11,20,251,0.1,0.3,0.7,8.3,6.5,999,1032,-3,4,999,99
93,1,11,21,245,1.3,2,0.7,8.3,6.7,999,1032.8,-2.7,4,999,99
93,1,11,22,244,2.8,4.6,0.8,8.3,6.9,999,1033.2,-2.3,3.9,999,99
93,1,11,23,276,3,4.2,0.8,8.3,7.1,999,1033,-1.9,3.9,999,99
93,1,12,0,291,1.8,2.9,0.7,7.7,7.2,999,1032.8,-1.6,3.9,999,99
93,1,12,1,247,1.8,2.4,0.7,8.3,6.8,999,1032.8,-1.5,3.9,999,99
93,1,12,3,286,2.1,3.2,0.7,7.7,6.9,999,1032.7,-1.2,3.9,999,99
93,1,12,4,301,1.7,2.4,0.7,10,7,999,1032.1,-1.1,3.9,999,99
93,1,12,5,312,2.3,3.5,0.7,7.7,6.7,999,1031.8,-1.1,3.9,999,99
93,1,12,6,348,2.3,3.3,0.6,11.1,7,999,1031.3,-1.1,3.9,999,99
93,1,12,7,347,1.4,2.3,0.6,10,6.9,999,1031.2,-1.1,4,999,99
93,1,12,8,329,0.9,1.9,0.6,10,7.2,999,1030.4,-1.1,3.9,999,99
93,1,12,9,280,1.2,2,0.6,10,7.5,999,1030.5,-1,3.9,999,99
93,1,12,10,348,0.6,1.3,0.6,7.7,7.7,999,1029.9,-0.8,3.9,999,99
93,1,12,11,134,0.2,0.6,0.6,9.1,7.5,999,1030,-0.7,3.9,999,99
93,1,12,12,73,0.8,1.5,0.6,7.7,7.5,999,1029.9,-0.6,3.9,999,99
93,1,12,13,227,1.1,1.5,0.6,7.7,7.5,999,1030.4,-0.3,3.6,999,99
93,1,12,14,258,3,3.9,0.6,11.1,7.4,999,1031.2,-0.2,3.6,999,99
93,1,12,15,258,1.7,2.5,0.6,9.1,7.3,999,1031.2,-0.3,3.9,999,99
93,1,12,16,262,1.3,1.8,0.6,11.1,7.3,999,1029.9,0.9,3.9,999,99
93,1,12,17,248,1.1,2,0.6,9.1,7.2,999,1028.9,0.3,3.9,999,99
93,1,12,18,293,1.1,2.3,0.6,10,6.9,999,1028.3,0.5,3.9,999,99
93,1,12,19,332,0.8,1.5,0.5,10,6.8,999,1027.4,0.5,3.9,999,99
93,1,12,20,50,1.1,1.9,0.5,10,7,999,1027.4,0.8,3.9,999,99
93,1,12,21,76,0.8,1.1,0.4,9.1,7.1,999,1028.1,0.5,3.9,999,99
93,1,12,22,77,1,1.6,0.5,9.1,6.7,999,1027.3,0.5,3.9,999,99
93,1,12,23,103,0.5,1.2,0.4,8.3,7.4,999,1027.4,0.8,3.6,999,99
93,1,13,0,161,0.7,1.4,0.4,9.1,7.5,999,1027.4,0.8,3.6,999,99
93,1,13,1,194,1.3,1.9,0.5,9.1,7.9,999,1027.2,0.9,3.8,999,99
