"YY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
87,1,2,9,60,14,17,1.9,5.9,5.1,999,1006.3,4.3,5.9,999,99
87,1,2,10,50,15,19,2.2,6.3,5.5,999,1003.5,4.7,5.8,999,99
87,1,2,11,40,15,19,2.7,6.7,5.8,999,1001.6,4.9,5.8,999,99
87,1,2,12,40,18,22,2.7,7.1,5.8,999,999.8,4.9,5.8,999,99
87,1,2,16,350,20,25,3.9,7.7,6.4,999,992.4,2.5,5.8,999,99
87,1,2,17,0,17,22,4.3,9.1,6.8,999,991.4,1.6,5.8,999,99
87,1,2,18,0,17,22,4.6,10,7.4,999,990.8,1.5,5.8,999,99
87,1,2,19,0,16,20,99,99,99,999,991.6,1.5,5.8,999,99
87,1,2,20,40,15,18,4.4,11.1,8.2,999,992.1,1.1,5.9,999,99
87,1,2,21,50,12,15,4.7,12.5,8.6,999,993.6,0.8,5.9,999,99
87,1,2,22,50,10,12,4.5,12.5,8.9,999,994.6,0.1,5.8,999,99
87,1,2,23,70,7,10,4.6,12.5,9.6,999,996.2,-0.4,5.4,999,99
87,1,3,0,80,9,11,4.2,11.1,9.2,999,995.9,-0.6,5.4,999,99
87,1,3,1,250,9,12,4.1,11.1,8.6,999,996,-0.3,5.5,999,99
87,1,3,2,250,10,12,3.3,11.1,7.9,999,996,-0.5,5.5,999,99
87,1,3,3,260,10,11,3.6,11.1,8.6,999,995.6,-0.7,5.7,999,99
87,1,3,4,260,7,9,3.2,12.5,8.6,999,995.8,-0.6,5.8,999,99
87,1,3,5,260,8,10,3,11.1,8.5,999,995.8,-0.2,5.8,999,99
87,1,3,6,240,8,10,2.4,11.1,7.8,999,995.8,0,5.8,999,99
87,1,3,7,240,9,11,2,11.1,7.2,999,996.1,0,5.8,999,99
87,1,3,8,230,8,10,1.9,11.1,7,999,996.2,-0.6,5.8,999,99
87,1,3,9,240,8,10,1.7,12.5,7,999,996,-0.8,5.8,999,99
87,1,3,10,250,9,11,1.4,12.5,6.2,999,996.2,-0.6,5.8,999,99
87,1,3,11,260,10,12,1.3,11.1,6,999,997.1,-0.7,5.7,999,99
87,1,3,12,270,11,14,1.4,11.1,5.6,999,997.8,-1.5,5.6,999,99
87,1,3,13,280,12,15,1.4,12.5,5.4,999,999,-2,5.7,999,99
87,1,3,14,270,12,15,1.3,12.5,4.7,999,1000.2,-2.6,5.6,999,99
87,1,3,15,270,12,15,1.3,12.5,4.7,999,1001,-2.7,5.7,999,99
87,1,3,16,280,12,14,1.1,12.5,4.3,999,1001.6,-1.8,5.8,999,99
87,1,3,17,280,12,15,1.2,3.8,4.2,999,1001.7,-1.6,5.8,999,99
87,1,3,18,280,10,13,1.1,12.5,4.2,999,1002.5,-1.5,5.8,999,99
87,1,3,19,290,11,13,1,3.7,4,999,1003.5,-1.4,5.8,999,99
87,1,3,20,300,11,13,1.1,12.5,4.1,999,1005.3,-1.3,5.8,999,99
87,1,3,21,300,11,14,1.1,3.6,3.9,999,1006.8,-1.4,5.8,999,99
87,1,3,22,300,12,14,1.1,3.6,4,999,1007.9,-1.6,5.8,999,99
87,1,3,23,290,10,12,1,11.1,4.1,999,1010,-1.8,5.8,999,99
87,1,4,0,290,9,12,1,11.1,4.1,999,1012,-2.3,5.7,999,99
87,1,4,1,280,10,12,1.1,12.5,4.6,999,1013,-2.9,5.7,999,99
87,1,4,2,290,11,14,1,11.1,4.5,999,1013.6,-3.1,5.7,999,99
87,1,4,3,290,10,12,1,11.1,4.4,999,1014.5,-3.4,5.6,999,99
87,1,4,4,290,9,11,0.9,11.1,4.5,999,1014.8,-3.5,5.7,999,99
87,1,4,5,290,11,13,1,5.9,4.3,999,1015.3,-3.4,5.7,999,99
87,1,4,6,300,10,12,1,11.1,4.6,999,1015.5,-3.4,5.8,999,99
87,1,4,7,290,9,11,0.9,3.1,4.2,999,1016.5,-3.7,5.8,999,99
87,1,4,8,300,10,12,0.9,5.9,4.2,999,1016.7,-3.8,5.8,999,99
87,1,4,9,320,9,11,0.9,5.9,4.3,999,1017.2,-4.2,5.8,999,99
87,1,4,10,330,8,9,0.9,11.1,4.2,999,1018,-3.9,5.7,999,99
87,1,4,11,350,7,9,0.8,11.1,4.5,999,1018.5,-4.1,5.7,999,99
87,1,4,12,320,7,8,0.8,11.1,4.7,999,1019.4,-4.2,5.5,999,99
87,1,4,13,300,6,8,0.8,7.1,4.8,999,1020.1,-3.5,5.5,999,99
87,1,4,14,300,7,8,0.8,10,4.6,999,1020.5,-3,5.5,999,99
87,1,4,15,300,6,7,0.7,11.1,4.7,999,1021,-2.3,5.5,999,99
87,1,4,16,300,4,6,0.7,10,4.7,999,1021,-1.6,5.5,999,99
87,1,4,17,270,4,6,0.7,11.1,5.2,999,1020.7,-1.2,5.6,999,99
87,1,4,18,280,5,6,0.7,7.7,5.2,999,1019.9,-0.5,5.7,999,99
87,1,4,19,280,4,5,0.6,7.1,5.5,999,1019.4,0,5.7,999,99
87,1,4,20,290,4,6,0.7,7.1,5.7,999,1019.8,0.4,5.6,999,99
87,1,4,21,310,4,5,0.7,7.7,5.7,999,1020,0.8,5.6,999,99
87,1,4,22,300,4,5,0.6,11.1,5.6,999,1020.6,1.2,5.7,999,99
87,1,4,23,330,3,5,0.6,10,5.7,999,1021,1.7,5.7,999,99
87,1,5,0,300,5,6,0.5,7.7,6,999,1020.9,2,5.5,999,99
87,1,5,1,300,5,6,0.5,10,6.1,999,1021,1.6,5.5,999,99
87,1,5,2,310,5,7,0.5,10,5.8,999,1020.6,0.9,5.5,999,99
87,1,5,3,320,7,8,0.5,8.3,4.2,999,1020,0.5,5.5,999,99
87,1,5,4,320,5,6,0.5,3.1,3.8,999,1019.7,0.3,5.5,999,99
87,1,5,5,290,5,6,0.5,10,3.8,999,1020,0.1,5.5,999,99
87,1,5,6,300,5,6,0.5,7.7,3.9,999,1020.1,-0.1,5.6,999,99
87,1,5,7,310,5,6,0.4,7.1,3.9,999,1020.6,-0.3,5.5,999,99
87,1,5,8,330,5,5,0.4,7.1,3.8,999,1020.9,-0.3,5.5,999,99
87,1,5,9,330,5,7,0.4,7.1,3.8,999,1020.9,-0.6,5.5,999,99
87,1,5,10,340,7,8,0.4,2.8,3.6,999,1021.1,-1,5.5,999,99
87,1,5,11,350,7,9,0.6,4.5,3.7,999,1021.5,-1,5.5,999,99
87,1,5,12,350,8,9,0.6,4.8,3.7,999,1022,-1.5,5.5,999,99
87,1,5,13,340,7,9,0.7,5,3.7,999,1022.6,-1.5,5.5,999,99
87,1,5,14,330,7,7,0.6,4.5,3.6,999,1023.4,-1.1,5.5,999,99
87,1,5,15,310,6,8,0.7,4.8,3.8,999,1024,-0.7,5.5,999,99
87,1,5,16,310,6,7,0.7,4.5,3.8,999,1023.7,0.1,5.5,999,99
87,1,5,17,280,4,5,0.7,4.8,4.1,999,1023.4,0.3,5.5,999,99
87,1,5,18,280,4,5,0.7,5,4.2,999,1022.8,0.7,5.5,999,99
87,1,5,19,280,3,4,0.8,5.3,4.3,999,1022.7,1.2,5.5,999,99
87,1,5,20,300,3,4,0.7,5.6,4.6,999,1022.5,1.9,5.5,999,99
87,1,5,21,340,4,5,0.7,5.6,4.7,999,1023.2,1.9,5.5,999,99
87,1,5,22,10,3,4,0.7,5.6,4.8,999,1023.6,1.6,5.5,999,99
87,1,5,23,10,4,5,0.7,5.3,4.8,999,1023.9,1.9,5.5,999,99
87,1,6,0,330,6,8,0.5,5.3,4.7,999,1023.9,1.4,5.4,999,99
87,1,6,1,330,7,9,0.6,5,4.7,999,1024.3,0.6,5.4,999,99
87,1,6,2,330,7,9,0.6,5,4,999,1024.4,0.1,5.4,999,99
87,1,6,3,330,7,8,0.6,5.6,3.8,999,1024.2,0,5.4,999,99
87,1,6,4,330,6,8,0.6,3.1,3.7,999,1024.6,-0.2,5.4,999,99
87,1,6,5,330,7,9,0.7,6.3,3.8,999,1024.1,-0.3,5.4,999,99
87,1,6,6,330,6,7,0.8,5.6,4,999,1023.9,-0.6,5.4,999,99
87,1,6,7,330,5,6,0.9,5.6,4.1,999,1023.9,-0.7,5.4,999,99
87,1,6,8,340,5,6,0.9,5.3,4.1,999,1023.5,-1.2,5.4,999,99
87,1,6,9,330,5,6,0.7,5.6,4.1,999,1024,-1.4,5.4,999,99
87,1,6,10,340,4,5,0.7,5.6,4.2,999,1023.9,-1.8,5.4,999,99
87,1,6,11,330,6,7,0.7,5.3,4.1,999,1024.8,-1.8,5.4,999,99
87,1,6,12,350,4,5,0.6,5.6,4.1,999,1024.7,-1.8,5.4,999,99
87,1,6,13,10,3,4,0.6,5.3,4.3,999,1025.1,-1.3,5.4,999,99
87,1,6,14,20,1,2,0.5,5,4.3,999,1025.2,0,5.4,999,99
87,1,6,15,0,0,1,0.5,5,4.3,999,1025,0.7,5.4,999,99
87,1,6,16,280,1,2,0.4,4.8,4.3,999,1024.2,0.5,5.4,999,99
87,1,6,17,270,2,3,0.4,4.8,4.4,999,1023.4,0.7,5.5,999,99
87,1,6,18,270,1,2,0.4,5.3,4.6,999,1021.8,1.4,5.5,999,99
87,1,6,19,260,1,1,0.3,5,4.5,999,1020.7,2.2,5.5,999,99
87,1,6,20,240,2,3,0.3,5.6,4.6,999,1020.2,1.7,5.5,999,99
87,1,6,21,230,5,5,0.3,5.6,4.8,999,1019.5,2.9,5.5,999,99
87,1,6,22,200,6,7,0.3,5.9,4.7,999,1018.9,2.8,5.5,999,99
87,1,6,23,180,6,7,0.3,5.3,4.4,999,1018.2,2.4,5.5,999,99
87,1,7,0,170,7,8,0.3,5.9,4,999,1017.6,1.6,5.5,999,99
87,1,7,1,160,7,8,0.3,5.9,3.7,999,1017.2,1.2,5.5,999,99
87,1,7,2,150,8,10,0.4,2.8,3.1,999,1016,1.3,5.2,999,99
87,1,7,3,170,7,9,0.3,2.7,3.2,999,1014.8,1.5,5.1,999,99
87,1,7,4,200,7,8,0.3,2.6,3.5,999,1014.1,1.8,5.1,999,99
87,1,7,5,210,8,9,0.3,2.6,3.2,999,1012.8,1.9,5.1,999,99
87,1,7,6,200,7,9,0.4,2.8,3.3,999,1011.1,2,5.1,999,99
87,1,7,7,210,7,8,0.4,2.6,3.3,999,1010.1,2.7,5.1,999,99
87,1,7,8,180,8,10,0.4,2.9,3.2,999,1008.1,3.8,5.1,999,99
87,1,7,9,170,7,9,0.5,2.9,3.3,999,1006.6,3.9,5.1,999,99
87,1,7,10,160,5,6,0.5,3.6,3.4,999,1005.6,4.4,5.1,999,99
87,1,7,11,180,8,11,0.4,2.7,3.5,999,1004.3,5,5,999,99
87,1,7,12,170,6,7,0.5,2.8,3.3,999,1003.5,4.9,5.1,999,99
87,1,7,13,130,4,6,0.4,2.6,3.5,999,1002.6,4.6,4.8,999,99
87,1,7,14,160,7,9,0.3,2.5,3.6,999,1002.2,4.4,4.7,999,99
87,1,7,15,220,9,10,0.5,2.7,3,999,1002.2,4.1,4.7,999,99
87,1,7,16,230,6,7,0.5,2.8,3.1,999,1001.6,3.9,4.7,999,99
87,1,7,17,240,6,7,0.3,2.6,3.2,999,1000.8,4.3,4.8,999,99
87,1,7,18,220,7,8,0.3,6.7,3.7,999,1000,4.7,4.8,999,99
87,1,7,19,230,6,8,0.3,5.9,4,999,999.3,5,4.9,999,99
87,1,7,20,240,5,7,0.3,5.9,3.9,999,999.3,5.3,5,999,99
87,1,7,21,240,6,7,0.3,6.3,3.7,999,999.2,5.7,5,999,99
87,1,7,22,260,9,10,0.4,2.9,3.1,999,999.5,6.3,5,999,99
87,1,7,23,260,8,10,0.4,2.9,3.2,999,999.7,5.9,5.1,999,99
87,1,8,0,270,10,12,0.5,2.9,3,999,999.7,5.8,5.1,999,99
87,1,8,1,270,10,12,0.5,3.2,3.1,999,1000.1,5.4,5.1,999,99
87,1,8,2,280,10,13,0.6,3.2,3.1,999,1001.1,5.1,5.1,999,99
87,1,8,3,290,12,15,0.9,3.6,3.3,999,1002.3,4,5.1,999,99
87,1,8,4,290,9,11,0.8,3.8,3.4,999,1003.1,3.1,5.1,999,99
87,1,8,5,280,10,13,0.7,3.4,3.2,999,1003.1,2.4,5.2,999,99
87,1,8,6,270,10,12,0.5,3.3,3.1,999,1003.6,2.2,5.1,999,99
87,1,8,7,270,12,16,0.7,3.3,3.2,999,1003.9,1.6,5.3,999,99
87,1,8,8,270,12,16,0.8,3.8,3.5,999,1005,1.1,5.4,999,99
87,1,8,9,280,12,15,0.7,3.8,3.4,999,1005.4,0.4,5.4,999,99
87,1,8,10,280,11,14,0.8,3.4,3.5,999,1006.4,0,5.4,999,99
87,1,8,11,280,12,14,0.8,3.3,3.4,999,1007.2,-0.6,5.5,999,99
87,1,8,12,280,12,15,0.8,3.3,3.4,999,1008.7,-1.1,5.5,999,99
87,1,8,13,280,12,15,0.9,3.6,3.5,999,1009.3,-1.4,5.5,999,99
87,1,8,14,280,12,16,0.9,3.7,3.4,999,1010.1,-1.4,5.5,999,99
87,1,8,15,290,12,14,1,3.7,3.5,999,1010.7,-1.6,5.5,999,99
87,1,8,16,280,13,15,0.9,3.8,3.5,999,1010.4,-1.4,5.5,999,99
87,1,8,17,280,13,15,0.9,3.7,3.5,999,1009.4,-1,5.4,999,99
87,1,8,18,280,12,14,0.9,3.7,3.5,999,1009.3,-0.3,5.4,999,99
87,1,8,19,280,11,13,0.8,3.8,3.5,999,1009.4,0,5.5,999,99
87,1,8,20,290,10,13,0.8,3.7,3.4,999,1009.6,0.4,5.5,999,99
87,1,8,21,280,10,13,0.7,3.6,3.4,999,1010.2,0.6,5.4,999,99
87,1,8,22,280,11,14,0.7,3.7,3.4,999,1010.7,0.4,5.4,999,99
87,1,8,23,280,8,10,0.6,3.3,3.2,999,1011.4,0.1,5.4,999,99
87,1,9,0,280,8,10,0.5,3.4,3.1,999,1011.9,-0.4,5.4,999,99
87,1,9,1,280,6,7,0.4,2.8,3,999,1012.5,-1,5.4,999,99
87,1,9,2,280,7,9,0.3,2.7,2.9,999,1012.6,-1.3,5.3,999,99
87,1,9,3,280,8,10,0.3,2.8,2.9,999,1012.8,-1.8,5.4,999,99
87,1,9,4,270,7,9,0.4,2.8,2.9,999,1013,-2,5.4,999,99
87,1,9,5,270,7,8,0.3,2.9,2.9,999,1013,-2.3,5.3,999,99
87,1,9,6,270,8,10,0.3,2.8,2.9,999,1012.9,-2.3,5.3,999,99
87,1,9,7,270,8,10,0.3,3,3,999,1013.1,-2.2,5.2,999,99
87,1,9,8,270,8,10,0.4,3.2,3.1,999,1013.3,-2.3,5.3,999,99
87,1,9,9,280,7,8,0.4,3.1,3.1,999,1013.5,-2.4,5.2,999,99
87,1,9,10,270,9,11,0.5,3.3,3.2,999,1013.5,-2.2,5.3,999,99
87,1,9,11,270,8,10,0.4,3.2,3.1,999,1014.5,-1.9,5.3,999,99
87,1,9,12,270,6,8,0.3,2.9,2.9,999,1015.1,-2.2,5.3,999,99
87,1,9,13,280,7,8,0.2,2.8,2.8,999,1015.4,-1.5,5.3,999,99
87,1,9,14,280,6,7,0.2,2.8,2.8,999,1016.2,-0.4,5.3,999,99
87,1,9,15,290,5,7,0.1,2.5,3,999,1016.9,0.3,5.3,999,99
87,1,9,16,290,7,9,0.1,2.6,2.7,999,1016.7,1.2,5.3,999,99
87,1,9,17,290,7,8,0.3,2.9,2.8,999,1016.4,2.2,5.2,999,99
87,1,9,18,290,8,10,0.3,2.9,2.8,999,1016.6,3.1,5.3,999,99
87,1,9,19,290,7,9,0.5,3,3,999,1017.1,3.5,5.3,999,99
87,1,9,20,290,6,7,0.4,2.9,2.9,999,1017.2,3.6,5.3,999,99
87,1,9,21,290,4,5,0.3,2.9,2.9,999,1017.4,3.5,5.3,999,99
87,1,9,22,290,5,7,0.2,2.7,2.8,999,1018.9,3.2,5.3,999,99
87,1,9,23,300,5,7,0.2,2.6,2.8,999,1019.4,3.1,5.2,999,99
87,1,10,0,310,5,6,0.1,2.6,2.9,999,1020.4,2.8,5.2,999,99
87,1,10,1,330,3,4,0.1,2.7,3.2,999,1020.7,2.4,5.2,999,99
87,1,10,2,0,2,3,0.1,3.3,3.4,999,1020.8,2.1,5.1,999,99
87,1,10,3,20,2,3,0.1,6.3,3.7,999,1021.3,2.1,5.1,999,99
87,1,10,4,30,3,3,0.1,3.8,3.4,999,1021.7,2.1,5.1,999,99
87,1,10,5,30,2,2,0.1,3.3,3.7,999,1021.3,2.1,5.1,999,99
87,1,10,6,30,1,1,0.1,3.7,3.8,999,1021.6,1.9,5.1,999,99
87,1,10,7,0,0,0,0.1,3.4,3.7,999,1021.8,1.6,5.1,999,99
87,1,10,8,0,0,0,0.1,3.1,3.7,999,1021.7,1.6,5.1,999,99
87,1,10,9,0,0,1,0.1,6.3,4,999,1021.2,1.9,5.1,999,99
87,1,10,10,280,1,1,0.2,6.3,4.2,999,1020.9,2.3,5.1,999,99
87,1,10,11,250,3,4,0.2,5.9,4.4,999,1020,2.7,5.1,999,99
87,1,10,12,120,5,6,0.2,3.8,4.1,999,1019.5,3,5.1,999,99
87,1,10,13,120,4,5,0.2,5.9,3.5,999,1019.9,3.1,5.1,999,99
87,1,10,14,120,4,5,0.2,2.7,3.3,999,1019.6,1,5.1,999,99
87,1,10,15,100,6,7,0.3,2.7,3.1,999,1018.1,1.2,5.1,999,99
87,1,10,16,120,8,9,0.6,3.7,3.3,999,1017.7,1.8,5.1,999,99
87,1,10,17,120,8,10,0.7,4.2,3.6,999,1015.5,2.6,5.1,999,99
87,1,10,18,120,8,10,0.8,4.2,3.6,999,1013.6,3.5,5.1,999,99
87,1,10,19,130,10,12,0.9,4.3,3.7,999,1013.3,3.5,5.1,999,99
87,1,10,20,120,10,12,1,4.5,3.9,999,1012.3,3.5,5.1,999,99
87,1,10,21,110,8,10,1.1,4.5,4,999,1011.5,4,5.1,999,99
87,1,10,22,110,9,11,1.1,4.5,4,999,1009.6,4.4,5.1,999,99
87,1,10,23,100,9,11,1,4.8,4,999,1008,4.7,5.1,999,99
87,1,11,0,100,11,15,1.1,4.2,4,999,1006.1,5.1,5.1,999,99
87,1,11,1,80,11,13,1.4,5,4.4,999,1004.6,5.4,5.2,999,99
87,1,11,2,90,8,10,1.4,5.6,4.4,999,1002.8,5.7,5.2,999,99
87,1,11,3,80,8,10,1.2,5.6,4.5,999,1000.8,6.1,5.2,999,99
87,1,11,4,70,11,13,1.4,5.3,4.7,999,997.9,6.2,5.2,999,99
87,1,11,5,60,12,14,1.6,6.3,4.8,999,995.1,6.1,5.2,999,99
87,1,11,6,50,12,15,1.8,6.3,5.1,999,992.9,5.9,5.2,999,99
87,1,11,7,50,10,13,2,7.1,5.2,999,991.3,5.9,5.1,999,99
87,1,11,8,40,9,11,1.9,7.1,5.1,999,989.4,5.9,5.1,999,99
87,1,11,9,999,99,99,1.9,7.1,5.4,999,987.9,6.2,5.1,999,99
87,1,11,10,320,11,15,1.9,7.7,5.8,999,985.6,3.6,5.2,999,99
87,1,11,11,310,11,13,2,7.7,5.4,999,984.8,2.7,5.2,999,99
87,1,11,12,310,9,11,1.9,8.3,5.6,999,984,2.4,5.2,999,99
87,1,11,13,250,7,8,1.9,8.3,6.1,999,984.2,1.3,5.1,999,99
87,1,11,14,250,9,11,1.7,8.3,6.1,999,982.8,1,5.1,999,99
87,1,11,15,250,9,11,1.7,9.1,6,999,982,1.1,5.1,999,99
87,1,11,16,260,10,12,1.6,10,5.6,999,980.7,0.8,5.1,999,99
87,1,11,17,260,10,13,1.5,9.1,5.6,999,979.5,1.1,5.1,999,99
87,1,11,18,270,12,14,1.5,8.3,5.2,999,978.9,1.7,5.1,999,99
87,1,11,19,270,11,13,1.4,10,5,999,979,1.7,5.2,999,99
87,1,11,20,280,11,13,1.3,9.1,5.1,999,979.7,1.9,5.2,999,99
87,1,11,21,270,9,12,1.4,10,5.1,999,980.3,2.1,5.2,999,99
87,1,11,22,270,11,14,1.4,7.7,5.3,999,980.7,2.5,5.3,999,99
87,1,11,23,280,15,20,1.6,10,4.6,999,981.6,2,5.2,999,99
87,1,12,0,290,17,19,99,99,99,999,982.9,1.4,5.2,999,99
87,1,12,1,280,14,18,1.7,4.3,4.5,999,984.6,1.2,5.2,999,99
87,1,12,2,280,14,18,1.4,4.2,4.4,999,985.2,1.2,5.2,999,99
87,1,12,3,270,16,20,1.5,4.2,4.2,999,986.2,1.2,5.2,999,99
87,1,12,4,270,14,17,1.3,4.3,4.3,999,987.6,1.2,5.2,999,99
87,1,12,5,270,14,17,1.3,4.2,4.1,999,988.3,0.9,5.2,999,99
87,1,12,6,270,14,17,1.2,4,3.8,999,988.7,0.9,5.2,999,99
87,1,12,7,270,12,16,99,99,99,999,990,0.4,5.2,999,99
87,1,12,8,270,14,17,1.1,3.8,3.9,999,990.2,0,5.2,999,99
87,1,12,9,270,12,16,1,3.8,3.7,999,990.8,0,5.2,999,99
87,1,12,10,270,11,14,0.9,3.7,3.9,999,990.9,0.1,5.1,999,99
87,1,12,11,270,11,14,0.8,3.6,3.9,999,990.8,0.3,5.1,999,99
87,1,12,12,270,9,10,0.7,11.1,4,999,991.5,0.5,5.1,999,99
87,1,12,13,260,8,9,0.6,11.1,4,999,992.2,1.2,5.1,999,99
87,1,12,14,250,8,9,0.6,3.2,3.6,999,992.6,1.2,5.1,999,99
87,1,12,15,250,9,10,0.6,11.1,3.6,999,992.5,1.9,5.1,999,99
87,1,12,16,250,8,10,0.6,3.1,3.4,999,992.4,2.3,5.1,999,99
87,1,12,17,260,9,12,0.5,3,3.4,999,991.9,2.8,5.1,999,99
87,1,12,18,270,9,11,0.6,3,3.4,999,991.5,3.1,5.1,999,99
87,1,12,19,270,10,11,0.6,3.1,3.3,999,991.4,3.4,5.1,999,99
87,1,12,20,280,8,10,0.5,3.1,3.4,999,992.2,3.5,5.1,999,99
87,1,12,21,280,6,7,0.4,11.1,3.9,999,993,3.5,5.1,999,99
87,1,12,22,290,6,7,0.3,11.1,4.9,999,993.7,3.5,5.1,999,99
87,1,12,23,300,7,8,0.4,11.1,3.7,999,994.3,3.2,5.1,999,99
87,1,13,0,290,8,10,99,99,99,999,995,2.8,5.1,999,99
87,1,13,1,290,10,12,0.5,3.1,3.3,999,995.3,2.7,5.1,999,99
87,1,13,2,290,9,11,0.5,3.2,3.4,999,995.9,2.3,5.1,999,99
87,1,13,3,300,11,14,0.6,3.3,3.2,999,996.1,1.8,5.1,999,99
87,1,13,4,310,12,16,0.7,3.4,3.3,999,996.3,1.4,5.1,999,99
87,1,13,5,310,12,15,1,4,3.6,999,996.5,0.9,5.1,999,99
87,1,13,6,310,11,13,0.7,3.3,3.4,999,996.8,0.8,5.1,999,99
87,1,13,7,300,11,15,0.8,3.3,3.3,999,997.4,0.9,5.1,999,99
87,1,13,8,290,10,12,0.7,3.3,3.3,999,998.4,0.8,5.1,999,99
87,1,13,9,300,9,11,0.7,3.3,3.3,999,999.1,0.6,5.1,999,99
87,1,13,10,300,9,11,0.7,3.4,3.3,999,999.6,0.6,5.1,999,99
87,1,13,11,300,9,12,0.7,3.4,3.4,999,1000.2,0.7,5.1,999,99
87,1,13,12,300,10,14,0.7,3.3,3.4,999,1001,0.8,5.1,999,99
87,1,13,13,300,10,11,0.7,3.4,3.4,999,1001.8,0.9,5.1,999,99
87,1,13,14,300,11,13,0.8,3.4,3.4,999,1002.5,1.2,5.1,999,99
87,1,13,15,310,13,15,0.7,3.6,3.4,999,1002.9,1.8,5.1,999,99
87,1,13,16,310,13,16,1.1,4.2,3.7,999,1003.1,2,5.1,999,99
87,1,13,17,320,12,15,1.1,4,3.8,999,1003.5,2,5.1,999,99
87,1,13,18,310,12,16,1.1,4,3.7,999,1003.7,2,5.1,999,99
87,1,13,19,310,13,16,1,4,3.7,999,1004,2.2,5.1,999,99
87,1,13,20,310,11,14,0.9,3.8,3.5,999,1004.9,2.4,5.1,999,99
87,1,13,21,310,11,15,0.9,3.7,3.5,999,1005.8,2.3,5,999,99
87,1,13,22,310,12,14,1.1,4,3.7,999,1006.7,1.6,5,999,99
87,1,13,23,300,11,14,0.9,3.8,3.5,999,1007.8,1,5,999,99
87,1,14,0,300,12,15,99,99,99,999,1008.6,0.7,5,999,99
87,1,14,1,300,11,14,0.9,4,3.6,999,1009.4,0.4,5,999,99
87,1,14,2,290,9,11,0.8,3.6,3.5,999,1010.1,0,5,999,99
87,1,14,3,290,9,12,0.7,3.3,3.4,999,1010.4,-0.2,5.1,999,99
87,1,14,4,300,8,11,0.6,3.1,3.3,999,1010.7,-0.6,5.1,999,99
87,1,14,5,290,11,13,0.8,3.8,3.5,999,1010.5,-0.7,5.1,999,99
87,1,14,6,290,9,11,0.6,3.2,3.2,999,1010.8,-1,5,999,99
87,1,14,7,290,8,11,0.4,2.9,3.1,999,1011.4,-1.1,5,999,99
