"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS","TIDE"
2001,1,2,1,313,8.7,10.4,0.84,3.7,3.6,999,1018.8,-0.9,5.1,-6.5,99,99
2001,1,2,2,333,8.4,10.2,0.97,3.57,3.61,999,1019.4,-1.9,5.1,-7.4,99,99
2001,1,2,3,326,7.4,9.4,0.92,3.85,3.71,999,1019.7,-2.6,5.1,-7.5,99,99
2001,1,2,4,329,6.8,9,0.9,3.7,3.68,999,1020.1,-3.1,5.1,-8,99,99
2001,1,2,5,325,5.6,7.7,0.75,3.45,3.64,999,1019.8,-3.4,5.1,-7.9,99,99
2001,1,2,6,318,5.8,7.5,0.72,3.23,3.63,999,1019.6,-3.5,5,-7.9,99,99
2001,1,2,7,319,6.7,8.5,0.74,3.13,3.55,999,1019.6,-3.9,4.9,-8,99,99
2001,1,2,8,329,7.5,8.9,0.73,3.13,3.51,999,1019.6,-3.8,5.1,-8,99,99
2001,1,2,9,331,7.6,10.1,0.88,3.45,3.75,999,1019.6,-4.1,5.1,-8,99,99
2001,1,2,10,333,7.8,9.1,0.92,5,3.82,999,1019.6,-4,5.1,-7.3,99,99
2001,1,2,11,327,6.6,7.9,0.83,4.76,3.66,999,1020.3,-3.9,5.1,-6.8,99,99
2001,1,2,12,320,8,9.7,0.75,2.94,3.53,999,1020.4,-4.3,5.1,-7.1,99,99
2001,1,2,13,316,7.2,8.7,0.81,3.23,3.51,999,1021,-4.5,5.1,-7.7,99,99
2001,1,2,14,313,6.1,7.3,0.8,3.33,3.52,999,1021.2,-4.5,4.8,-8.3,99,99
2001,1,2,15,307,5.7,7.5,0.81,3.23,3.59,999,1021.8,-4.7,4.9,-8.9,99,99
2001,1,2,16,298,4.2,5.5,0.76,3.23,3.74,999,1021.2,-4.6,4.9,-9.5,99,99
2001,1,2,17,286,4.5,6.1,0.71,5.26,3.86,999,1020.4,-4.2,5.1,-9.5,99,99
2001,1,2,18,283,5.6,7.2,0.7,4.55,3.97,999,1019.5,-3.8,5.1,-9.5,99,99
2001,1,2,19,296,5.9,7.6,0.67,5.26,3.74,999,1018.9,-3.2,5.1,-10.1,99,99
2001,1,2,20,296,5.9,8.3,0.67,2.94,3.57,999,1018.8,-2.6,5.1,-9.8,99,99
2001,1,2,21,289,6.4,8.7,0.66,3.23,3.49,999,1018.8,-2.2,5.1,-9.6,99,99
2001,1,2,22,297,7.5,10.2,0.75,3.03,3.37,999,1019.1,-1.8,5.1,-9.5,99,99
2001,1,2,23,310,9.3,11.7,0.76,3.03,3.33,999,1019.3,-1.9,5.1,-9.3,99,99
2001,1,3,0,304,11.5,13.6,0.92,3.57,3.43,999,1019.5,-3,5.1,-8.7,99,99
2001,1,3,1,304,10.6,13.2,1.04,3.85,3.64,999,1019.7,-3.9,4.9,-9.6,99,99
2001,1,3,2,308,10.5,13.1,1.07,3.7,3.61,999,1020.1,-4.3,4.8,-10.3,99,99
2001,1,3,3,304,10.4,12.9,0.97,3.85,3.56,999,1020.3,-4.6,4.8,-9.9,99,99
2001,1,3,4,304,10.7,13.6,1,3.85,3.52,999,1020.4,-5,4.8,-10,99,99
2001,1,3,5,302,10,12.2,1.07,3.7,3.62,999,1019.8,-5.4,4.8,-10.3,99,99
2001,1,3,6,299,9.3,12.1,0.87,3.7,3.49,999,1019.6,-5.1,4.8,-9.8,99,99
2001,1,3,7,287,8.2,10.4,0.82,3.7,3.47,999,1020,-5.5,4.8,-10.6,99,99
2001,1,3,8,295,8.1,10,0.72,3.33,3.35,999,1019.8,-5.4,4.8,-10,99,99
2001,1,3,9,301,8.7,10.4,0.7,3.13,3.33,999,1019.5,-4.9,4.9,-9.9,99,99
2001,1,3,10,298,8.4,10.3,0.81,3.33,3.31,999,1019.5,-4.2,5.1,-9.1,99,99
2001,1,3,11,302,8.9,12.3,0.85,3.57,3.47,999,1019.6,-4.2,5.1,-9.1,99,99
2001,1,3,12,309,10.1,11.8,0.89,3.57,3.5,999,1019.9,-4.2,5.1,-9.5,99,99
2001,1,3,13,315,8.4,10.2,0.82,3.45,3.32,999,1020.4,-4.2,5,-9.2,99,99
2001,1,3,14,314,7.3,9.2,0.78,3.23,3.23,999,1020.6,-3.7,4.8,-8.8,99,99
2001,1,3,15,310,6.6,8,0.7,3.13,3.27,999,1021.1,-3.5,4.8,-9.4,99,99
2001,1,3,16,316,5.2,7.1,0.58,2.94,3.26,999,1021,-3.1,5.1,-9.6,99,99
2001,1,3,17,310,4.5,6.1,0.51,3.03,3.36,999,1020.3,-2.3,5.1,-8.8,99,99
2001,1,3,18,298,3.6,6,0.47,2.63,3.27,999,1019.1,-1.9,5.1,-10.4,99,99
2001,1,3,19,268,1.8,4.4,0.35,3.13,3.79,999,1018.7,-1.1,5.1,-9.6,99,99
2001,1,3,20,304,2.8,3.7,0.29,14.29,4.21,999,1018,-1.1,5.1,-10.2,99,99
2001,1,3,21,266,2.2,3.4,0.31,14.29,4.78,999,1017.9,-0.8,5.1,-8.9,99,99
2001,1,3,22,258,3.3,4.6,0.32,14.29,4.99,999,1018,-0.7,5.1,-8.8,99,99
2001,1,3,23,230,2.4,4.6,0.3,14.29,5.14,999,1017.9,-0.7,4.9,-9.6,99,99
2001,1,4,0,188,3.1,4.4,0.3,14.29,4.94,999,1017.3,-0.6,4.8,-9.2,99,99
2001,1,4,1,187,5.2,7.1,0.31,12.5,5.3,999,1017.2,-0.5,4.8,-8.7,99,99
2001,1,4,2,180,5.9,7.2,0.33,12.5,4.12,999,1016.5,-0.7,5.1,-6.7,99,99
2001,1,4,3,206,5.9,6.9,0.42,5.26,4.24,999,1015.8,-1.1,4.8,-7.1,99,99
2001,1,4,4,212,6.3,7.8,0.39,2.63,3.83,999,1015.7,-1.3,4.8,-6.2,99,99
2001,1,4,5,201,6.2,7.2,0.43,2.56,3.59,999,1014.9,-0.9,4.8,-7.1,99,99
2001,1,4,6,223,6.7,8.1,0.42,2.5,3.29,999,1014.6,-2.1,4.8,-6.5,99,99
2001,1,4,7,224,6.4,7.6,0.44,2.63,3.07,999,1014.1,-2.1,4.8,-6.9,99,99
2001,1,4,8,211,6.6,8.5,0.46,2.7,3.31,999,1013.4,-1.9,4.8,-5.9,99,99
2001,1,4,9,208,7.2,9,0.42,2.63,3.19,999,1012.5,-2.2,4.9,-7.5,99,99
2001,1,4,10,224,8.7,10.2,0.57,2.86,3.18,999,1011.7,-2.6,5.1,-8.5,99,99
2001,1,4,11,229,8.4,9.9,0.65,3.03,3.09,999,1011.7,-3.5,5.1,-8.5,99,99
2001,1,4,12,245,8.6,10.1,0.69,2.86,3.15,999,1011.8,-3.1,5.1,-8.4,99,99
2001,1,4,13,238,7.9,10.2,0.63,3.23,3.2,999,1012,-3,5.1,-8,99,99
2001,1,4,14,242,7.8,9.1,0.61,2.94,3.16,999,1011.8,-2.9,4.8,-8.3,99,99
2001,1,4,15,244,7.6,9.2,0.55,3.03,3.11,999,1012.2,-2.7,4.8,-8.1,99,99
2001,1,4,16,240,7.8,9.1,0.58,3.03,3.05,999,1011.7,-2.2,4.7,-8.2,99,99
2001,1,4,17,247,7.9,10.9,0.57,3.03,3.15,999,1010.8,-1.5,4.7,-7.9,99,99
2001,1,4,18,240,6.9,8.7,0.56,3.13,3.1,999,1010.2,-1.4,4.7,-9.3,99,99
2001,1,4,19,243,7.7,10,0.56,3.13,3.15,999,1009.8,-0.4,4.8,-9.4,99,99
2001,1,4,20,241,8.1,9.6,0.6,3.23,3.21,999,1009.5,0.4,4.8,-8.9,99,99
2001,1,4,21,256,9.8,11.6,0.63,3.23,3.27,999,1009.5,0.5,4.8,-7.9,99,99
2001,1,4,22,255,8.5,10.3,0.67,3.57,3.37,999,1010.1,0.7,4.8,999,99,99
2001,1,4,23,264,8.8,13.6,0.62,3.33,3.23,999,1010.2,0.6,4.8,-7.5,99,99
2001,1,5,0,267,9.4,11.3,0.72,3.57,3.28,999,1010.2,0.5,4.8,-7.1,99,99
2001,1,5,1,260,7.7,9.9,0.66,3.23,3.21,999,1010.4,0.4,5,-8.2,99,99
2001,1,5,2,240,7.4,8.9,0.55,3.13,3.17,999,1010.5,-0.3,4.8,-7.3,99,99
2001,1,5,3,249,8,9.8,0.5,2.94,3.07,999,1010.4,-0.7,4.7,-6.6,99,99
2001,1,5,4,262,8.9,11,0.64,3.03,3.15,999,1010.9,-0.7,4.7,-6.2,99,99
2001,1,5,5,277,8.3,9.8,0.68,3.33,3.29,999,1010.8,-1.1,4.7,-6.8,99,99
2001,1,5,6,283,7.2,8.9,0.56,3.23,3.21,999,1010.9,-1.4,4.8,-7.5,99,99
2001,1,5,7,285,5.8,7.9,0.51,2.94,3.14,999,1011.1,-1.8,4.8,-8,99,99
2001,1,5,8,303,5.3,6.7,0.39,2.86,3.18,999,1011.1,-2.2,4.8,-8,99,99
2001,1,5,9,310,6.3,8.4,0.32,2.63,3.31,999,1010.7,-2.3,4.8,-9.1,99,99
2001,1,5,10,296,3.4,4.9,0.33,2.56,3.57,999,1010.3,-2.6,4.8,-9.4,99,99
2001,1,5,11,276,2.4,3.5,0.27,14.29,4.34,999,1010.5,-2.7,4.8,-8.6,99,99
2001,1,5,12,216,3,4.2,0.26,14.29,5.76,999,1010.2,-2.7,4.8,-8,99,99
2001,1,5,13,235,3.2,4.3,0.26,14.29,6.3,999,1010.3,-2.7,4.8,-7.5,99,99
2001,1,5,14,246,4,5.1,0.26,14.29,5.53,999,1010.3,-2.5,4.8,-7.8,99,99
2001,1,5,15,230,2.7,4.2,0.29,14.29,6.42,999,1010.2,-2.5,4.8,-7.6,99,99
2001,1,5,16,208,1.5,2.7,0.26,14.29,5.57,999,1010.1,-2.2,4.8,-8.7,99,99
2001,1,5,17,177,0.6,2.7,0.27,14.29,6.21,999,1009.3,-1.7,4.8,-9,99,99
2001,1,5,18,139,3.6,4.9,0.26,14.29,5.81,999,1007.9,-1.5,4.8,-9.6,99,99
2001,1,5,19,148,4.1,5.2,0.26,14.29,5.93,999,1007.2,-1.2,4.8,-8,99,99
2001,1,5,20,139,4.8,6.3,0.26,14.29,6.29,999,1006.6,-0.8,4.8,-9.2,99,99
2001,1,5,21,140,6,7.3,0.44,2.63,3.27,999,1005.7,0,4.8,-8,99,99
2001,1,5,22,159,5.8,7.4,0.4,2.63,3.11,999,1005.4,0.5,5.1,-7.2,99,99
2001,1,5,23,142,6.4,8.4,0.56,2.78,3.14,999,1004.7,0.9,5.1,-4.1,99,99
2001,1,6,0,154,6.2,7.5,0.59,3.33,3.31,999,1004.7,1.2,5.1,-2.6,99,99
2001,1,6,1,142,5.9,7.4,0.52,3.33,3.34,999,1003.9,1.2,5.1,-0.8,99,99
2001,1,6,2,152,7.5,8.5,0.74,3.7,3.52,999,1003.3,1.3,5.1,-0.1,99,99
2001,1,6,3,149,9.3,10.4,0.98,4,3.71,999,1002.4,1.6,5.1,0.2,99,99
2001,1,6,4,150,10.3,12.3,1.2,4.76,3.93,999,1001.7,2.4,5.1,0.5,99,99
2001,1,6,5,142,10.5,12.4,1.32,4.55,4.11,999,1000.7,2.5,4.8,0.8,99,99
2001,1,6,6,133,9.8,11.6,1.29,5,4.22,999,1000,3.1,4.8,1.3,99,99
2001,1,6,7,122,8.3,10.1,1.2,4.76,4.12,999,999.3,3.6,4.8,1.8,99,99
2001,1,6,8,121,7.8,9.7,1.04,4.55,3.89,999,998.9,4.3,5,2.5,99,99
2001,1,6,9,116,7.3,9.1,1,4,3.89,999,997.9,4.4,5.1,2.8,99,99
2001,1,6,10,114,6.2,7.3,0.84,4,3.83,999,997.7,4.6,5.1,2.9,99,99
2001,1,6,11,102,6,7.7,0.76,3.7,3.78,999,997.6,4.4,5.1,2.8,99,99
2001,1,6,12,64,1.8,2.8,0.8,3.7,4.03,999,997.8,4.4,5.1,2.9,99,99
2001,1,6,13,343,8.8,10.3,0.94,6.25,4.46,999,997.7,1.6,5.1,0.2,99,99
2001,1,6,14,339,10.4,12.2,1.31,4,4.1,999,997.4,0.1,5.1,-0.9,99,99
2001,1,6,15,338,10.7,12.4,1.28,3.7,4.04,999,997.3,-0.4,5.1,-1.3,99,99
2001,1,6,16,332,10.8,12.8,1.47,7.69,4.53,999,996.9,-0.8,5.1,-1.7,99,99
2001,1,6,17,335,10.4,12.4,1.72,8.33,4.88,999,996.4,-0.3,5.1,-1.4,99,99
2001,1,6,18,329,9.6,11.6,1.73,8.33,5,999,996.3,0.1,5.1,-1.1,99,99
2001,1,6,19,335,10.2,12.1,1.69,8.33,5.04,999,996.3,0.5,5.1,-0.9,99,99
2001,1,6,20,322,9.5,11.8,1.72,8.33,5.1,999,997.5,1.3,5.1,-0.3,99,99
2001,1,6,21,312,10,11.6,1.66,7.69,4.86,999,998.5,1.4,5.1,-0.3,99,99
2001,1,6,22,309,10,11.9,1.64,7.69,4.83,999,999.2,0.9,5.1,-0.5,99,99
2001,1,6,23,317,9.7,11.4,1.55,6.67,4.58,999,999.8,1.3,5.1,-0.5,99,99
2001,1,7,0,310,10.1,11.7,1.57,7.69,4.66,999,1000.5,1.6,5.1,-0.7,99,99
2001,1,7,1,306,8.8,10.7,1.5,5.56,4.63,999,1001,1.9,5.1,-1.6,99,99
2001,1,7,2,303,8.7,10.4,1.53,5.88,4.84,999,1001.4,1.9,5.1,-1.9,99,99
2001,1,7,3,303,9,10.6,1.59,6.67,4.87,999,1002.1,1.7,5.1,-2.9,99,99
2001,1,7,4,303,9.1,11.2,1.65,7.14,5.03,999,1002.3,1.7,5.1,-3,99,99
2001,1,7,5,294,8.2,10.6,1.93,7.14,5.55,999,1002.5,1.3,5.1,-3.3,99,99
2001,1,7,6,287,8.9,10.7,1.83,7.69,5.46,999,1002.9,0.9,5.1,-3.3,99,99
2001,1,7,7,292,8.8,11.1,2,7.69,5.85,999,1003.8,0.9,4.8,-3.3,99,99
2001,1,7,8,284,8.8,10.8,1.94,7.69,5.87,999,1004.2,0.4,4.9,-3,99,99
2001,1,7,9,279,8.7,11.1,2.15,9.09,6.26,999,1004.8,0.1,4.8,-3.5,99,99
2001,1,7,10,269,8.2,10.5,2.04,8.33,6.16,999,1005.4,-0.2,4.9,-4,99,99
2001,1,7,11,275,8.8,10.5,2.07,9.09,6.12,999,1006.2,0.1,5.1,-4.3,99,99
2001,1,7,12,271,7.9,10.5,1.84,8.33,5.9,999,1007.1,-0.3,5.1,-4.6,99,99
2001,1,7,13,276,8.2,9.8,1.81,8.33,5.99,999,1007.7,-0.8,5.1,-4.9,99,99
2001,1,7,14,280,7.2,9.2,1.83,9.09,6.26,999,1008.1,-0.8,5.1,-5.4,99,99
2001,1,7,15,264,8.1,10,1.77,9.09,6.32,999,1009.2,-0.8,5.1,-5.2,99,99
2001,1,7,16,262,8.4,11,1.65,9.09,5.73,999,1009.4,-0.7,5.1,-5.2,99,99
2001,1,7,17,270,7.3,9.3,1.6,8.33,5.78,999,1009.4,-0.3,5.1,-5.9,99,99
2001,1,7,18,266,6,7.8,1.69,8.33,6.3,999,1009.6,0.4,5.1,-5.7,99,99
2001,1,7,19,255,5.3,6.9,1.55,9.09,6.3,999,1009.6,0.8,5.1,-6.2,99,99
2001,1,7,20,265,4.2,6,1.31,8.33,6.42,999,1010.1,1.2,5.1,-6.8,99,99
2001,1,7,21,257,3.9,5.2,1.17,7.69,6.54,999,1010.4,1.3,5,-7.3,99,99
2001,1,7,22,249,1.6,3.4,1.09,9.09,6.7,999,1010.9,1.3,4.8,-6.6,99,99
2001,1,7,23,240,1.3,2.1,0.99,7.69,6.73,999,1011,1.6,4.8,-7.2,99,99
2001,1,8,0,195,2.1,3.1,0.93,8.33,6.67,999,1011.7,2,4.8,-6.8,99,99
2001,1,8,1,196,2.8,3.6,0.91,9.09,6.84,999,1011.8,2.3,4.8,-5.1,99,99
2001,1,8,2,193,2.7,3.2,0.74,10,6.65,999,1011.8,2.4,4.8,-4.2,99,99
2001,1,8,3,197,2.9,3.5,0.63,10,6.63,999,1011.9,2.5,4.8,-4.2,99,99
2001,1,8,4,224,2.2,3.1,0.59,10,6.7,999,1012.5,2.5,4.8,-5.3,99,99
2001,1,8,5,208,2.4,2.9,0.54,11.11,6.83,999,1012.5,2.5,4.8,-2.9,99,99
2001,1,8,6,268,1.1,1.7,0.53,10,6.9,999,1012.5,2.4,4.8,-4.3,99,99
2001,1,8,7,294,0.6,1.1,0.6,10,7.42,999,1012.8,2.1,4.8,-3.9,99,99
2001,1,8,8,256,2.6,3.1,0.49,10,6.87,999,1013.2,2,4.8,-2.6,99,99
2001,1,8,9,284,1.1,1.7,0.53,10,7.22,999,1013.2,2.1,4.8,-2,99,99
2001,1,8,10,67,2.2,3,0.5,9.09,6.19,999,1012.5,2.4,4.8,-3.3,99,99
2001,1,8,11,78,3,3.7,0.43,9.09,6.4,999,1012.5,2.8,4.8,-3.3,99,99
2001,1,8,12,83,3.6,4.5,0.43,11.11,6.34,999,1011.9,3,4.8,-3.3,99,99
2001,1,8,13,81,3.5,4.2,0.41,11.11,6.02,999,1012.4,3.1,4.8,-3.2,99,99
2001,1,8,14,90,3.4,4.6,0.37,10,5.82,999,1012.5,3.6,5.1,-2.8,99,99
2001,1,8,15,124,4,4.8,0.36,11.11,5.57,999,1012.7,3.9,5.1,-2.2,99,99
2001,1,8,16,211,2.5,3.2,0.36,10,5.42,999,1012.4,3.6,5.1,-0.7,99,99
2001,1,8,17,183,1.5,2.1,0.36,10,5.87,999,1011.7,3.2,5.1,-0.8,99,99
2001,1,8,18,275,1.4,2,0.37,10,5.46,999,1011,3.2,5.2,-0.5,99,99
2001,1,8,19,348,2.1,2.7,0.41,11.11,6.05,999,1010.1,3.1,5.2,-0.4,99,99
2001,1,8,20,360,2.6,3.8,0.39,11.11,5.23,999,1009.7,3.5,5.1,0,99,99
2001,1,8,21,2,3.2,3.7,0.44,10,5.56,999,1009.6,3.2,5.1,0.5,99,99
2001,1,8,22,7,4,4.8,0.46,10,5.57,999,1008.8,3.3,5.1,0.5,99,99
2001,1,8,23,16,3.9,4.6,0.42,9.09,4.87,999,1008.6,3.6,5.1,0.2,99,99
2001,1,9,0,8,4.5,5.6,0.41,10,4.8,999,1008,3.9,5.1,0.1,99,99
2001,1,9,1,2,5.2,6.1,0.39,11.11,4.24,999,1007.8,3.6,5.1,-0.2,99,99
2001,1,9,2,13,5.5,6.7,0.42,11.11,3.93,999,1007,3.2,5.1,0.3,99,99
2001,1,9,3,13,5.7,6.9,0.46,2.63,3.5,999,1006.5,2.8,5.1,0.2,99,99
2001,1,9,4,36,4.5,5.7,0.53,2.94,3.45,999,1006.5,2.7,5.1,0.2,99,99
2001,1,9,5,35,3.6,4.7,0.53,10,3.48,999,1006.3,2.4,5.1,0.1,99,99
2001,1,9,6,336,4.7,6.5,0.56,3.7,3.56,999,1005.9,2.1,5.1,0,99,99
2001,1,9,7,342,5.5,6.5,0.62,3.33,3.54,999,1006,1.3,5.1,0,99,99
2001,1,9,8,345,5.9,7,0.67,4.17,3.75,999,1005.6,1.3,5.1,0,99,99
2001,1,9,9,338,6.5,7.7,0.72,10,3.73,999,1005.2,1.3,5.1,0.1,99,99
2001,1,9,10,343,7.6,8.6,0.79,4.55,3.57,999,1004.7,1.2,5.1,0,99,99
2001,1,9,11,342,6.5,7.5,0.81,4.35,3.65,999,1004.6,1.1,5.1,-0.2,99,99
2001,1,9,12,333,6.4,7.9,0.84,3.33,3.65,999,1004.7,0.9,5.1,-0.5,99,99
2001,1,9,13,326,7.3,8.6,0.92,4.76,3.85,999,1004.9,0.5,5.1,-1,99,99
2001,1,9,14,312,7.9,9,0.96,5,3.76,999,1004.9,-0.2,5.1,-1.4,99,99
2001,1,9,15,999,99,99,99,99,99,999,9999,999,999,999,99,99
2001,1,9,16,311,9.8,11.7,1.08,3.23,3.73,999,1005.4,-0.7,4.8,-2,99,99
2001,1,9,17,318,9.2,11,1.2,3.57,4,999,1004.8,-1.4,4.8,-2.8,99,99
2001,1,9,18,311,9.9,11.7,1.23,5.56,4.18,999,1004.2,-1.8,4.8,-3.3,99,99
2001,1,9,19,302,8.7,10.6,1.26,5.88,4.08,999,1003.8,-2.2,4.8,-4.8,99,99
2001,1,9,20,298,8,9.7,1.08,5.88,4.27,999,1003.3,-1.5,4.8,-6.1,99,99
2001,1,9,21,291,6.3,8,1,5.88,4.42,999,1003,-1.2,4.8,-5.6,99,99
2001,1,9,22,298,7.4,9.4,0.97,6.25,4.02,999,1002.9,-1.1,4.9,-7,99,99
2001,1,9,23,293,8.3,10.3,1.05,5.56,4.27,999,1002.6,-1.2,4.8,-7,99,99
2001,1,10,0,278,8.7,10.8,1.07,6.67,4.16,999,1002.6,-1.4,4.8,-7.4,99,99
2001,1,10,1,261,9.5,11.7,1.02,3.33,4.09,999,1002.3,-1.6,4.8,-7.6,99,99
2001,1,10,2,271,10,12.1,1.1,3.85,4.04,999,1001.7,-2.2,4.8,-7.8,99,99
2001,1,10,3,270,10.7,13.9,1.08,4,3.96,999,1001.5,-2.7,4.7,-8.4,99,99
2001,1,10,4,265,9.4,11.7,1.01,3.7,3.88,999,1001.5,-3,4.7,-9.3,99,99
2001,1,10,5,270,11.8,14.2,1.11,3.7,3.71,999,1000.7,-3.2,4.7,-9.8,99,99
2001,1,10,6,256,9.5,11.6,1.15,4,3.71,999,1000.1,-3.5,4.7,-9.9,99,99
2001,1,10,7,282,11.4,14.3,0.97,3.85,3.56,999,1000.4,-3.9,4.7,-9.1,99,99
2001,1,10,8,290,13.1,15.7,1.06,3.85,3.6,999,1000.5,-4.5,4.7,-9.3,99,99
2001,1,10,9,315,13.1,15.7,1.28,4,3.73,999,1001.6,-5.3,4.7,-9.6,99,99
2001,1,10,10,310,15.6,20.5,1.52,4.55,4,999,1002.5,-6.4,4.7,-12.7,99,99
2001,1,10,11,308,14.9,18.4,1.59,5,4.17,999,1004.8,-7.8,4.7,-12.8,99,99
2001,1,10,12,310,12.2,15.3,1.41,4.76,4.06,999,1007,-8.9,4.7,-13.8,99,99
2001,1,10,13,304,11.3,13.6,1.42,5,4.1,999,1008.4,-8.8,4.7,-13.6,99,99
2001,1,10,14,305,10.3,13.1,1.31,4,3.96,999,1009.5,-8.7,4.4,-13.4,99,99
2001,1,10,15,296,9.8,12.2,1.48,4.17,4.37,999,1010.9,-8.1,4.7,-13.6,99,99
2001,1,10,16,293,10.7,13,1.55,7.14,4.58,999,1011.2,-7.4,4.7,-12.8,99,99
2001,1,10,17,286,9.5,11.4,1.5,6.67,4.59,999,1011.6,-6.3,4.7,-12.3,99,99
2001,1,10,18,279,10,11.8,1.33,6.67,4.41,999,1012.1,-5.2,4.4,-12.3,99,99
2001,1,10,19,271,8.9,10.6,1.24,6.67,4.24,999,1012.6,-3.9,4.4,-11.2,99,99
2001,1,10,20,280,10,13.1,1.1,3.57,3.99,999,1012.9,-3,4.4,-10.6,99,99
2001,1,10,21,272,9,10.9,0.98,6.67,3.91,999,1014,-2.4,4.4,-11.5,99,99
2001,1,10,22,272,9.4,11.9,0.99,3.57,3.76,999,1014.3,-2.6,4.4,-12.2,99,99
2001,1,10,23,277,10,12,0.9,3.57,3.72,999,1014.9,-2.6,4.4,-11.9,99,99
2001,1,11,0,275,10.1,11.9,0.9,3.7,3.64,999,1015.6,-2.8,4.4,-12.7,99,99
2001,1,11,1,289,9.2,11,0.93,3.7,3.7,999,1016,-3.1,4.4,-11.6,99,99
2001,1,11,2,291,8.4,10.1,0.86,3.85,3.69,999,1016,-3.8,4.4,-13.4,99,99
2001,1,11,3,292,6.4,8.3,0.8,3.7,3.6,999,1015.8,-3.9,4.6,-12.5,99,99
2001,1,11,4,282,7.3,8.5,0.72,3.23,3.51,999,1015.6,-4,4.7,-13,99,99
2001,1,11,5,249,6.9,8.3,0.7,3.13,3.57,999,1014.9,-4.2,4.7,-11.6,99,99
2001,1,11,6,249,6.5,7.9,0.64,2.94,3.49,999,1014.2,-4.6,4.7,-11.8,99,99
2001,1,11,7,238,7.1,8.9,0.62,2.78,3.58,999,1014.1,-4.5,4.7,-10.5,99,99
2001,1,11,8,243,7.3,8.9,0.67,2.94,3.42,999,1013.4,-4.2,4.7,-9.8,99,99
2001,1,11,9,232,5.9,6.8,0.54,7.14,3.94,999,1012.4,-3.5,4.4,-8.6,99,99
2001,1,11,10,222,6.3,7.8,0.5,7.69,4.97,999,1011.3,-3.4,4.4,-9.1,99,99
2001,1,11,11,236,7.3,8.9,0.56,7.69,3.73,999,1011,-3.6,4.4,-8.7,99,99
2001,1,11,12,250,9.6,11.4,0.64,2.7,3.4,999,1010.9,-2.5,4.4,-7.1,99,99
2001,1,11,13,248,8.2,9.4,0.73,3.23,3.52,999,1010.5,-2.3,4.4,-6.7,99,99
2001,1,11,14,237,8.6,10.4,0.64,3.03,3.34,999,1009.6,-1.2,4.7,-5.2,99,99
