"YY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS"
88,1,4,12,56,4.9,5.5,0.7,5,4.3,999,1015.8,0.5,4.4,999,99
88,1,4,13,354,6.1,7.4,0.9,5.9,4.8,999,1015,0.4,4.4,999,99
88,1,4,14,352,7.1,8.2,1.1,6.7,4.9,999,1013.5,-0.4,4.7,999,99
88,1,4,15,346,6.5,7.6,1.2,6.2,4.9,999,1012.8,0.5,4.4,999,99
88,1,4,16,355,6.6,7.4,1.1,6.7,5.1,999,1011.1,0,4.4,999,99
88,1,4,17,4,5.6,6.8,1.1,6.2,5,999,1009.6,0.1,4.4,999,99
88,1,4,18,357,3.5,4.7,1.1,6.2,5.4,999,1008.8,0,4.3,999,99
88,1,4,19,68,2.3,3.8,0.9,7.1,5.6,999,1008,-0.3,4.3,999,99
88,1,4,20,94,5,6.2,1,7.1,6.1,999,1007.3,0,4.3,999,99
88,1,4,21,203,4.5,5.3,0.9,7.1,6.2,999,1007.2,0,4.3,999,99
88,1,4,22,242,5.2,6.4,0.9,7.1,6.1,999,1007.1,0.4,4.3,999,99
88,1,4,23,249,9.8,11.1,0.8,7.1,5.5,999,1006.7,1.1,4.2,999,99
88,1,5,0,251,8.6,10.8,0.8,6.7,4.9,999,1007.2,0.8,4.1,999,99
88,1,5,1,253,9.2,12,0.8,6.7,4.8,999,1007.2,0.5,4.2,999,99
88,1,5,2,257,9.4,11.3,0.6,6.7,4.3,999,1007.1,0.1,4.1,999,99
88,1,5,3,252,11.2,13.7,0.6,6.2,4.2,999,1006.5,0.2,4.3,999,99
88,1,5,4,249,13.4,16.2,0.8,3.7,3.8,999,1006.2,0.3,4.3,999,99
88,1,5,5,259,13.2,16.1,0.9,4,3.8,999,1007.1,-1.8,4.3,999,99
88,1,5,6,269,16,22.8,1.2,4.3,4,999,1007.7,-2.3,4.3,999,99
88,1,5,7,267,15.8,19.3,1.1,4.3,4,999,1008.7,-3.6,4.1,999,99
88,1,5,8,264,16.6,20.6,1.3,4.8,4.2,999,1009.9,-4.6,4,999,99
88,1,5,9,268,14.1,17.3,1.4,4.5,4.2,999,1011.1,-5.7,4,999,99
88,1,5,10,270,14.8,18.9,1.3,4.2,4.2,999,1011.6,-6.2,4,999,99
88,1,5,11,265,14.3,17.2,1.3,4.3,4.3,999,1013,-6.6,4,999,99
88,1,5,12,257,14.2,17.3,1.1,4,4.2,999,1013.8,-7,4,999,99
88,1,5,13,259,15.1,18.9,1.2,4.3,4.4,999,1014.7,-7.4,4.2,999,99
88,1,5,14,264,14,17.2,1.2,4.3,4.3,999,1015,-7.4,4.3,999,99
88,1,5,15,260,13.9,17.2,1,4.3,4.1,999,1015.6,-7.2,4.4,999,99
88,1,5,16,270,13.3,17,1.2,4.3,4.2,999,1015.8,-7,4.8,999,99
88,1,5,17,261,12.1,15.7,1,4.3,4.1,999,1015.7,-6.8,4.8,999,99
88,1,5,18,268,12,16,1,4.2,4,999,1014.9,-6.3,4.8,999,99
88,1,5,19,274,13.8,17.4,1,4.2,3.9,999,1014.9,-6.3,4.8,999,99
88,1,5,20,270,15,18.5,1.1,4.3,3.9,999,1015.6,-6.5,4.8,999,99
88,1,5,21,275,13.1,15.7,1,4.3,3.8,999,1016.2,-6.8,4.8,999,99
88,1,5,22,272,13.4,18.2,1.1,4,3.9,999,1017.1,-7,4.8,999,99
88,1,5,23,262,14.1,17.7,1,4.2,3.7,999,1017.7,-7.4,4.7,999,99
88,1,6,0,260,13.8,17.1,0.9,4,3.8,999,1018.1,-7.5,4.4,999,99
88,1,6,1,260,13.5,17.6,1,4.2,3.8,999,1018.4,-7.7,4.3,999,99
88,1,6,2,259,15.2,19.7,1.1,4.3,3.9,999,1017.7,-8.1,4.3,999,99
88,1,6,3,252,13.5,16.1,0.9,4.5,3.9,999,1017.9,-8.5,4.7,999,99
88,1,6,4,253,14.1,17.7,1,4.2,3.9,999,1017.9,-9.2,4.7,999,99
88,1,6,5,253,14.7,18.5,1,4,3.8,999,1017.7,-9.3,4.7,999,99
88,1,6,6,254,14.4,18.4,0.9,4.2,3.8,999,1017.8,-9,4.7,999,99
88,1,6,7,257,13.8,18.3,1,4.3,3.9,999,1018,-9.2,4.7,999,99
88,1,6,8,258,13.8,17.5,1,4.2,3.8,999,1018.5,-9.2,4.3,999,99
88,1,6,9,263,14.5,18.4,1,4.2,3.8,999,1018.3,-9.4,4.3,999,99
88,1,6,10,263,15.2,18.6,1.1,4.2,3.8,999,1018.1,-9.7,4.3,999,99
88,1,6,11,259,15.2,19.3,1,4.3,3.8,999,1018.6,-9.6,4,999,99
88,1,6,12,261,13.9,16.9,0.9,4.2,3.8,999,1019.1,-9.7,4,999,99
88,1,6,13,262,14.4,19,1,4.2,3.9,999,1019.2,-9.5,4,999,99
88,1,6,14,265,11.3,13.8,0.8,4,3.8,999,1020.3,-9.3,3.9,999,99
88,1,6,15,263,10,14,0.7,3.7,3.6,999,1020.5,-8.5,3.9,999,99
88,1,6,16,276,11.1,13.8,0.8,3.7,3.6,999,1020.3,-7.5,3.9,999,99
88,1,6,17,276,10.6,13.3,0.8,4.2,3.7,999,1019.7,-6.9,3.9,999,99
88,1,6,18,280,12,16.2,0.7,3.8,3.6,999,1019.2,-6.2,3.9,999,99
88,1,6,19,277,12.2,15.1,0.9,3.8,3.6,999,1019.5,-6.1,3.9,999,99
88,1,6,20,276,11.4,14.2,0.7,3.7,3.5,999,1019.9,-5.8,3.9,999,99
88,1,6,21,275,12,14.5,0.8,3.8,3.5,999,1020.4,-5.8,3.6,999,99
88,1,6,22,271,13.1,15.3,0.8,3.8,3.5,999,1020.9,-6.1,3.6,999,99
88,1,6,23,267,13.9,17.7,0.8,3.6,3.5,999,1021.8,-6.6,3.6,999,99
88,1,7,0,269,12.8,15.1,0.8,4,3.7,999,1022.6,-6.9,3.6,999,99
88,1,7,1,267,13.9,18.3,0.8,4,3.7,999,1022.8,-7.4,3.6,999,99
88,1,7,2,269,13.8,16.9,0.9,3.8,3.7,999,1023.1,-7.9,3.6,999,99
88,1,7,3,270,13.2,17,0.8,4.2,3.8,999,1024.1,-8.5,3.6,999,99
88,1,7,4,273,12.6,15.8,0.9,4.3,3.8,999,1024.9,-9.2,3.7,999,99
88,1,7,5,276,11.8,15.2,0.8,4,3.7,999,1025.2,-9.6,3.9,999,99
88,1,7,6,280,10.7,14.9,0.7,3.7,3.5,999,1026,-10.4,3.9,999,99
88,1,7,7,284,10.8,13.8,0.6,3.3,3.4,999,1026.8,-10.9,3.9,999,99
88,1,7,8,289,11.3,14,0.7,3.4,3.4,999,1027.4,-11.4,3.9,999,99
88,1,7,9,286,11.2,14.3,0.7,3.7,3.5,999,1027.9,-12.1,3.8,999,99
88,1,7,10,280,12.4,16.3,0.6,3.4,3.3,999,1028.7,-12.2,3.9,999,99
88,1,7,11,276,11.7,14.8,0.6,3.4,3.3,999,1030.4,-12.3,3.9,999,99
88,1,7,12,273,12.7,16.7,0.7,3.7,3.4,999,1030.9,-12.4,3.9,999,99
88,1,7,13,283,12.1,15.3,0.7,3.8,3.6,999,1032.4,-12.1,3.9,999,99
88,1,7,14,285,12.2,15.4,0.7,3.8,3.6,999,1033,-11.8,3.9,999,99
88,1,7,15,289,12.5,16.6,0.9,4,3.7,999,1033.5,-11,3.9,999,99
88,1,7,16,297,12.3,14.9,0.8,4,3.7,999,1033.3,-10.2,3.9,999,99
88,1,7,17,293,11.2,14.1,0.8,3.8,3.7,999,1033.4,-9.4,3.6,999,99
88,1,7,18,292,12.2,15.7,0.8,3.7,3.7,999,1032.2,-8.1,3.6,999,99
88,1,7,19,296,11.8,14.5,0.8,3.8,3.7,999,1033,-7.7,3.6,999,99
88,1,7,20,298,10.4,13.2,0.7,3.8,3.5,999,1033.5,-7.3,3.6,999,99
88,1,7,21,308,9.2,12.7,0.5,3.4,3.3,999,1033.6,-7.4,3.6,999,99
88,1,7,22,315,8.5,10.8,0.4,3.3,3.3,999,1034.6,-7.7,3.6,999,99
88,1,7,23,307,9.2,11.1,0.4,3.1,3.3,999,1034.9,-8.2,3.6,999,99
88,1,8,0,313,7.6,10.2,0.4,3.2,3.4,999,1036.1,-8.6,3.6,999,99
88,1,8,1,303,7.3,9,0.5,3.1,3.7,999,1036.1,-9.2,3.6,999,99
88,1,8,2,314,6.5,8.3,0.5,5.3,4.1,999,1035.9,-9.5,3.5,999,99
88,1,8,3,316,4.5,6.3,0.5,5.9,4,999,1036.5,-9.6,3.9,999,99
88,1,8,4,306,3.3,4.6,0.5,5.3,4.3,999,1036.5,-9.8,4.1,999,99
88,1,8,5,320,3.1,4.5,0.4,5.9,4.5,999,1036,-9.7,4.2,999,99
88,1,8,6,339,2.4,3.5,0.3,4.8,4.5,999,1035.5,-9,4.2,999,99
88,1,8,7,355,2.2,3.3,0.4,4.8,4.6,999,1035.1,-8.6,4.4,999,99
88,1,8,8,340,2.9,4.1,0.4,5.6,4.8,999,1035,-8.2,4.4,999,99
88,1,8,9,339,3.1,4,0.3,5.9,4.9,999,1034.3,-8.5,4.4,999,99
88,1,8,10,4,3.8,5.1,0.3,5.3,4.7,999,1033,-8.3,3.9,999,99
88,1,8,11,64,5.7,6.9,0.4,5.6,4.5,999,1032,-5.7,3.6,999,99
88,1,8,12,72,6,7.5,0.4,5.3,4.1,999,1032,-3.9,3.6,999,99
88,1,8,13,75,6.1,9.5,0.4,4.8,3.8,999,1032.1,-3.5,3.6,999,99
88,1,8,14,67,6.9,9.1,0.5,3.4,3.7,999,1031.3,-3.1,3.6,999,99
88,1,8,15,65,7.6,10,0.6,3.8,3.8,999,1030.3,-2.7,3.6,999,99
88,1,8,16,75,8.1,10,0.7,3.7,3.7,999,1029,-2.4,3.8,999,99
88,1,8,17,67,7.6,9.7,0.8,3.8,3.9,999,1027.2,-1.8,3.9,999,99
88,1,8,18,71,8.7,10.1,0.8,4,3.9,999,1025.6,-1.5,4.4,999,99
88,1,8,19,78,9.8,12.2,1,4.3,4.1,999,1024.1,-1.5,4.4,999,99
88,1,8,20,68,9.4,11.3,1.1,4.8,4.3,999,1022.9,-1.1,4.4,999,99
88,1,8,21,69,9.6,11.2,1.3,5,4.6,999,1022.1,-0.8,4,999,99
88,1,8,22,69,10.1,12.4,1.5,5.6,4.8,999,1020.5,-0.6,4,999,99
88,1,8,23,66,10.1,11.9,1.6,5.6,5.1,999,1019.7,0,3.9,999,99
88,1,9,0,60,10.2,12.3,1.6,6.2,5.1,999,1018.6,0.4,3.5,999,99
88,1,9,1,48,11.5,13.9,1.9,6.7,5.4,999,1017.4,0.7,3.6,999,99
88,1,9,2,49,11.6,14.2,2.1,6.7,5.5,999,1015.2,0.9,3.6,999,99
88,1,9,3,40,12.9,15.2,2.2,7.7,5.6,999,1013.4,1,3.5,999,99
88,1,9,4,356,14.8,18.2,2.5,7.7,5.5,999,1011.8,-1.9,3.6,999,99
88,1,9,5,6,15.6,18.9,2.6,8.3,5.7,999,1011,-2.3,3.9,999,99
88,1,9,6,353,14.9,18.6,2.6,7.7,5.7,999,1010.1,-2.6,4,999,99
88,1,9,7,352,13,16.7,2.8,7.7,6.1,999,1010,-3.6,4.2,999,99
88,1,9,8,350,12.6,14.8,2.8,7.7,6.2,999,1010.7,-4.7,4.1,999,99
88,1,9,9,350,11.4,13.6,2.6,8.3,6.4,999,1011.1,-3.9,4,999,99
88,1,9,10,4,11.3,13,2.5,9.1,6.5,999,1012.1,-3.7,3.9,999,99
88,1,9,11,4,10.1,12.8,2.4,8.3,6.5,999,1013.7,-3.6,3.6,999,99
88,1,9,12,21,7.8,9.4,2.6,8.3,7.1,999,1015.6,-3.4,3.5,999,99
88,1,9,13,343,7.9,9.7,2.4,9.1,7.2,999,1016.6,-3.5,3.5,999,99
88,1,9,14,301,7.2,8.7,2.2,8.3,6.9,999,1017.6,-2.9,3.5,999,99
88,1,9,15,284,4.9,6,2.2,9.1,7,999,1018.2,-1.9,3.5,999,99
88,1,9,16,259,5.2,6.7,2.4,9.1,7.6,999,1019.1,-1.5,3.6,999,99
88,1,9,17,263,6.1,7.7,2.4,9.1,7.7,999,1019.1,-0.7,3.6,999,99
88,1,9,18,270,4.9,6.5,2,9.1,7.4,999,1018.6,-0.4,3.8,999,99
88,1,9,19,264,4,5.2,2,9.1,7.3,999,1018.2,0.1,3.9,999,99
88,1,9,20,271,3.7,4.7,1.9,9.1,7.5,999,1019,0.1,4.3,999,99
88,1,9,21,274,4.2,5.2,1.9,9.1,7.7,999,1019.6,0.1,4.2,999,99
88,1,9,22,260,6,6.8,1.7,10,7.9,999,1020.8,-0.1,4,999,99
88,1,9,23,266,5.5,6.9,1.7,9.1,7.7,999,1021.7,-0.4,4,999,99
88,1,10,0,274,6,7.1,1.6,9.1,8.1,999,1022.4,-0.4,3.6,999,99
88,1,10,1,272,7.2,9,1.5,10,7.8,999,1022.8,-1,3.9,999,99
88,1,10,2,291,7.8,9.2,1.6,10,8.2,999,1022.7,-1.5,3.9,999,99
88,1,10,3,281,6.9,8.8,1.6,10,7.7,999,1023.2,-2,3.9,999,99
88,1,10,4,279,6.2,7.3,1.5,10,8,999,1023.6,-2.6,3.9,999,99
88,1,10,5,278,5.8,7.1,1.5,10,7.9,999,1023.7,-2.7,4,999,99
88,1,10,6,281,6,7.2,1.4,10,7.9,999,1023.7,-2.7,4,999,99
88,1,10,7,277,6.9,8.1,1.3,10,7.7,999,1023.9,-3,4,999,99
88,1,10,8,280,6.9,8.4,1.1,11.1,7,999,1024.2,-3,4,999,99
88,1,10,9,280,6.8,8.3,0.9,9.1,6.5,999,1023.8,-3.4,4,999,99
88,1,10,10,279,6.6,7.6,0.8,7.7,6.7,999,1024.2,-3.8,4,999,99
88,1,10,11,287,7.3,8.9,0.9,11.1,7.1,999,1024.8,-3.9,4,999,99
88,1,10,12,292,7.4,8.9,0.8,10,6.3,999,1025.6,-4.6,4,999,99
88,1,10,13,303,9.3,10.9,0.8,10,5.9,999,1025.8,-4.6,4,999,99
88,1,10,14,312,8.5,10.4,0.8,9.1,5.5,999,1026.5,-4.2,3.9,999,99
88,1,10,15,307,8.5,9.7,0.8,10,5.2,999,1027,-4.3,3.9,999,99
88,1,10,16,299,6,7.7,0.8,9.1,5.6,999,1027.4,-4.2,3.9,999,99
88,1,10,17,300,6.2,8.9,0.7,9.1,5.5,999,1027.2,-3.4,4,999,99
88,1,10,18,309,5.5,8.3,0.7,10,5.9,999,1027.2,-3.1,4,999,99
88,1,10,19,295,5.2,7.6,0.7,9.1,6.3,999,1027.2,-3.1,4,999,99
88,1,10,20,305,4.5,8.9,0.6,10,6.1,999,1027.3,-2.8,4.1,999,99
88,1,10,21,315,3.5,5.9,0.5,11.1,6.2,999,1028.2,-3,4.1,999,99
88,1,10,22,331,3.9,6.1,0.5,11.1,7.2,999,1028.6,-3.4,4,999,99
88,1,10,23,316,5.6,7,0.5,11.1,7,999,1029.6,-3.5,4,999,99
88,1,11,0,325,5.5,5.6,0.5,11.1,6.8,999,1030.4,-3.8,4,999,99
88,1,11,1,325,5.7,7,0.5,10,6.9,999,1030.6,-3.9,3.9,999,99
88,1,11,2,340,6.1,7.5,0.6,11.1,6.2,999,1030.6,-4.2,3.7,999,99
88,1,11,3,341,4.1,5.3,0.6,10,6,999,1031.1,-4.3,3.6,999,99
88,1,11,4,321,3.7,5.3,0.7,10,6.3,999,1031.3,-4.9,3.7,999,99
88,1,11,5,299,2.8,3,0.6,10,6.5,999,1030.9,-5,3.9,999,99
88,1,11,6,268,1.8,3.4,0.6,10,6.5,999,1030.6,-5.1,4,999,99
88,1,11,7,284,3.7,4,0.6,10,7.1,999,1031.3,-5.9,4,999,99
88,1,11,8,271,2.9,3,0.5,9.1,6.7,999,1031.4,-6,4,999,99
88,1,11,9,257,1.6,2.7,0.5,9.1,7.3,999,1031.2,-5.8,4,999,99
88,1,11,10,255,2.8,2.7,0.5,9.1,7.4,999,1031.1,-5.8,4,999,99
88,1,11,11,265,2.4,3.3,0.4,9.1,7.4,999,1031.3,-6.5,4,999,99
88,1,11,12,235,2.7,3.5,0.4,9.1,7.6,999,1031.2,-6.6,3.9,999,99
88,1,11,13,256,3.5,4.6,0.5,9.1,8,999,1031.4,-6.5,3.9,999,99
88,1,11,14,240,2.8,3.5,0.5,9.1,7.6,999,1031.5,-5.4,3.9,999,99
88,1,11,15,251,4.4,5.7,0.5,9.1,7.9,999,1031.3,-5.6,3.9,999,99
88,1,11,16,299,5.5,7.2,0.5,10,8.1,999,1031.3,-4.7,3.9,999,99
88,1,11,17,279,6.1,8.1,99,99,99,999,1029.9,-4.5,3.9,999,99
88,1,11,19,239,5.9,7.8,0.4,10,6,999,1028.2,-3,3.9,999,99
88,1,11,20,232,6.4,7.9,0.4,10,5.4,999,1027.4,-2.7,3.9,999,99
88,1,11,21,238,6.2,8.2,0.4,10,5.2,999,1027.3,-2.6,3.9,999,99
88,1,11,22,267,6.3,7.8,0.4,10,5.3,999,1026.7,-2.6,3.9,999,99
88,1,11,23,247,5.3,6.8,0.3,10,5,999,1027.1,-3,3.9,999,99
88,1,12,0,217,5.9,7,0.3,10,6.9,999,1027.3,-3.4,3.8,999,99
88,1,12,1,203,7.9,9.2,0.3,10,5.8,999,1027.6,-3.4,3.6,999,99
88,1,12,2,201,7.2,8.8,0.3,9.1,5.2,999,1027.4,-3.5,3.6,999,99
88,1,12,3,220,6.2,7.5,0.4,10,5.5,999,1028,-3.9,3.6,999,99
88,1,12,4,214,6.2,7.6,0.4,9.1,5.6,999,1028.2,-4.2,3.5,999,99
88,1,12,5,225,5.8,7.6,0.4,9.1,6.2,999,1028,-4,3.3,999,99
88,1,12,6,242,5,6.8,0.3,9.1,6.3,999,1027.3,-3.5,3.2,999,99
88,1,12,7,267,5.7,7,0.4,7.7,5.6,999,1027.4,-3.5,3.2,999,99
88,1,12,8,280,6.7,7.7,0.3,9.1,5.6,999,1026.9,-3.8,3.2,999,99
88,1,12,9,289,4.7,5.6,0.3,9.1,5.2,999,1026.6,-3.9,3.2,999,99
88,1,12,10,309,4.3,5.3,0.3,9.1,5.9,999,1026.7,-4.2,3.3,999,99
88,1,12,11,330,0.7,1.4,0.3,11.1,7.9,999,1027.4,-4.3,3.2,999,99
88,1,12,12,8,1.2,2.1,0.3,12.5,8.6,999,1028.3,-4.3,3.2,999,99
88,1,12,13,0,0,0.3,0.3,12.5,8.3,999,1028.4,-3.5,3.1,999,99
88,1,12,14,35,1.9,2.6,0.3,10,8,999,1028.8,-3.8,3.2,999,99
88,1,12,15,81,1.8,2.5,0.3,9.1,7.6,999,1028.8,-3.4,3.2,999,99
88,1,12,16,206,2,3,0.3,10,7.8,999,1028.8,-1.8,3.2,999,99
88,1,12,17,285,1.2,2.1,0.3,9.1,7.6,999,1027.3,-1.2,3.5,999,99
88,1,12,18,166,3.9,4.9,0.3,9.1,7.9,999,1025.9,0.4,3.2,999,99
88,1,12,19,195,4,5.3,0.3,8.3,7,999,1025.2,1.2,3.4,999,99
88,1,12,20,183,1.9,2.6,0.3,9.1,6.8,999,1024.4,1.6,3.3,999,99
88,1,12,21,160,3.3,3.9,0.3,9.1,7.7,999,1024.4,2,3.5,999,99
88,1,12,22,172,2.9,3.4,0.3,9.1,7.9,999,1024.3,2,3.5,999,99
88,1,12,23,180,5,5.9,0.3,9.1,7.6,999,1023.9,2,3.5,999,99
88,1,13,0,143,6.8,8.1,0.3,8.3,7.5,999,1022.7,1.6,3.3,999,99
88,1,13,1,149,6,7.9,0.3,9.1,6.1,999,1022.7,0.9,3.3,999,99
88,1,13,2,159,6.4,7.6,0.3,8.3,5.7,999,1021.9,0.9,3.3,999,99
88,1,13,3,156,6.3,7.4,0.3,8.3,4.9,999,1021.1,0.8,3.2,999,99
