"YYYY","MM","DD","hh","WD","WSPD","GST","WVHT","DPD","APD","MWD","BAR","ATMP","WTMP","DEWP","VIS","TIDE"
2000,1,3,2,187,7.7,10.2,0.57,3.03,3.41,999,1014.1,9.8,5.9,6.8,99,NA
2000,1,3,3,184,7.4,11.4,0.61,3.03,3.28,999,1013.4,9.7,5.9,6.5,99,NA
2000,1,3,4,212,8.4,10.4,0.73,3.23,3.26,999,1013.5,9.9,5.9,6.3,99,NA
2000,1,3,5,194,6.3,7.3,0.74,3.23,3.4,999,1012.9,9.6,5.9,6.2,99,NA
2000,1,3,6,195,8.8,10.1,0.67,4.17,3.41,999,1011.7,10.1,5.9,6.6,99,NA
2000,1,3,7,190,8.7,10.1,0.71,3.7,3.41,999,1011,9.5,5.9,6.1,99,NA
2000,1,3,8,208,7.5,8.7,0.73,3.23,3.39,999,1011.7,9.8,5.9,6.7,99,NA
2000,1,3,9,207,7.8,8.8,0.73,3.45,3.43,999,1011.2,9.7,5.9,6.9,99,NA
2000,1,3,10,212,6.5,7.6,0.64,3.13,3.37,999,1011.5,9.4,5.9,6.9,99,NA
2000,1,3,11,220,6.9,8.7,0.62,3.03,3.45,999,1011.5,9.8,5.9,7.2,99,NA
2000,1,3,12,220,7,7.8,0.7,3.23,3.42,999,1011.9,9.7,5.9,6.9,99,NA
2000,1,3,13,203,3.4,3.9,0.53,3.45,3.53,999,1013.2,8.9,5.9,6.6,99,NA
2000,1,3,14,190,4,4.3,0.45,3.45,3.74,999,1014.5,8.9,5.9,6.6,99,NA
2000,1,3,15,201,3.7,4,0.35,3.13,3.81,999,1016,9.1,6,6.7,99,NA
2000,1,3,16,211,4.3,4.8,0.33,10,4.17,999,1016.4,9.9,6,7.2,99,NA
2000,1,3,17,202,4.5,5,0.33,10,4.28,999,1016.5,10.3,6.2,7.1,99,NA
2000,1,3,18,215,4.1,4.5,0.28,10,4.84,999,1016.7,10.2,6.3,6,99,NA
2000,1,3,19,274,2.6,3,0.28,10,4.93,999,1017.3,9.7,6.3,5.2,99,NA
2000,1,3,20,301,3.2,3.6,0.33,9.09,4.93,999,1018.7,10.5,6.3,5.4,99,NA
2000,1,3,21,296,2.6,2.8,0.34,7.14,5.67,999,1019.9,12.1,6.3,5.4,99,NA
2000,1,3,22,18,5.3,6.3,0.37,8.33,5.95,999,1020.9,9.8,6.3,5.3,99,NA
2000,1,3,23,33,6.4,7.2,0.43,7.14,6.11,999,1021.8,8.3,6.2,4.6,99,NA
2000,1,4,0,44,7.3,8.5,0.53,9.09,3.91,999,1022.5,7.5,6,4.7,99,NA
2000,1,4,1,42,7.3,8.5,0.68,3.13,3.6,999,1023.4,7.1,6,4.5,99,NA
2000,1,4,2,55,9.3,11.8,0.81,3.57,3.67,999,1022.5,7.1,6,3,99,NA
2000,1,4,3,53,8.4,11.5,0.94,4,3.87,999,1023.4,6.8,6,4.2,99,NA
2000,1,4,4,56,7.5,8.8,1.01,4.17,4.04,999,1022.6,6.6,6,3.9,99,NA
2000,1,4,5,70,8.4,10.1,1.23,4.76,4.3,999,1021.7,6.7,5.9,4.3,99,NA
2000,1,4,6,80,8.9,11.7,1.57,5.26,4.68,999,1020.6,6.7,5.9,4.6,99,NA
2000,1,4,7,74,7.8,9.6,1.76,5.88,4.9,999,1020.3,6.4,5.9,4,99,NA
2000,1,4,8,83,7.8,9.7,2.13,6.25,5.3,999,1019.4,5.6,5.9,3.9,99,NA
2000,1,4,9,50,5.9,7.2,2.27,7.14,5.74,999,1018,5.6,5.9,4.6,99,NA
2000,1,4,10,32,7.2,8.4,2.14,7.14,5.61,999,1016.5,5.6,5.9,4.8,99,NA
2000,1,4,11,24,5.2,6.2,2.13,7.14,5.66,999,1015.3,5.9,5.9,5.2,99,NA
2000,1,4,12,10,3.5,5,2.18,7.14,5.68,999,1014.7,5.9,5.9,5.4,99,NA
2000,1,4,13,357,3.8,4.6,2.11,7.14,5.82,999,1013.5,5.9,5.9,5.3,99,NA
2000,1,4,14,358,3.6,5.3,1.88,7.69,5.92,999,1012.6,5.7,5.9,5.2,99,NA
2000,1,4,15,4,2.4,3.2,1.9,7.69,6.11,999,1012,5.9,5.9,5.4,99,NA
2000,1,4,16,30,2.3,3.3,1.79,7.69,6.06,999,1010.3,5.9,5.9,5.4,99,NA
2000,1,4,17,118,2.5,3.5,1.82,7.69,6.17,999,1008,6.3,5.9,5.9,99,NA
2000,1,4,18,335,0.8,1.4,1.57,7.69,5.91,999,1006.3,6.1,5.9,5.7,99,NA
2000,1,4,19,200,8.6,10.7,1.38,7.69,5.83,999,1004.2,11.7,6,11.4,99,NA
2000,1,4,20,202,10.8,14.2,1.58,7.69,4.7,999,1003,12.6,5.9,11.4,99,NA
2000,1,4,21,200,13.5,16.6,1.69,7.14,4.44,999,1001.4,13.4,5.9,11.6,99,NA
2000,1,4,22,207,12.6,15.6,1.92,4.76,4.67,999,1001.2,13.5,5.9,11,99,NA
2000,1,4,23,202,13.8,16.6,2.02,4.55,4.75,999,1000.1,13.3,5.9,11.4,99,NA
2000,1,5,0,202,14.4,18.4,2.06,5.56,4.8,999,999.8,13.4,5.9,11.8,99,NA
2000,1,5,1,196,13.3,17.6,1.76,4.55,4.65,999,998.7,13.3,6,11.8,99,NA
2000,1,5,2,197,9.7,11.4,1.65,4.35,4.52,999,998.1,12.6,6,11.2,99,NA
2000,1,5,3,313,7.5,8.9,1.16,7.69,4.47,999,998.6,9.1,6,7.9,99,NA
2000,1,5,4,309,5.4,6.6,1.01,7.69,5.15,999,999.2,8.2,6,7.2,99,NA
2000,1,5,5,283,4.3,4.7,0.92,6.67,5.1,999,1000,7.9,6,7.2,99,NA
2000,1,5,6,277,5.6,6.6,0.77,7.69,5.22,999,1000,7.1,6,6.4,99,NA
2000,1,5,7,283,6.1,7.6,0.75,7.14,4.23,999,999.4,6.3,6,4.7,99,NA
2000,1,5,8,278,8.3,11,0.81,3.03,3.8,999,1000.9,5.3,5.9,3.4,99,NA
2000,1,5,9,275,9.1,10.8,0.9,3.33,3.79,999,1001.6,5.1,5.9,2.1,99,NA
2000,1,5,10,270,9.5,12.2,0.89,3.45,3.88,999,1002.8,4.7,5.9,1.2,99,NA
2000,1,5,11,280,11,12.8,0.88,3.57,3.9,999,1002.9,4.4,5.9,0.2,99,NA
2000,1,5,12,277,11.1,13.4,0.94,3.85,3.86,999,1004.1,4,5.9,-0.7,99,NA
2000,1,5,13,297,11.3,13.9,1.09,4,3.85,999,1007.1,3.3,5.9,-3.4,99,NA
2000,1,5,14,296,10.8,12.7,1.1,4,3.85,999,1008.3,2.4,5.9,-4.3,99,NA
2000,1,5,15,316,12.1,14.3,1.22,4,3.83,999,1010.1,1,5.9,-6.8,99,NA
2000,1,5,16,304,13.6,16.3,1.48,4.55,4.1,999,1011.6,0,5.9,-7.4,99,NA
2000,1,5,17,297,12.9,15.4,1.49,4.55,4.1,999,1012.9,0.5,5.9,-8.1,99,NA
2000,1,5,18,302,12.4,14.8,1.33,4.35,4.12,999,1014.4,0.9,5.9,-6.7,99,NA
2000,1,5,19,310,10.6,13.4,1.49,4.17,4,999,1016.3,0.8,5.9,-8.3,99,NA
2000,1,5,20,316,9.4,11.5,1.11,3.85,4.02,999,1017.9,0.9,5.9,-8.8,99,NA
2000,1,5,21,313,8.8,11,1.05,4,4.1,999,1020.3,0.9,5.9,-9.4,99,NA
2000,1,5,22,294,9.8,12.9,1.15,3.57,3.98,999,1022.9,0.9,5.9,-10.1,99,NA
2000,1,5,23,298,12,14.2,1.11,4,4,999,1024.8,0.3,5.9,-11,99,NA
2000,1,6,0,317,8.8,10.6,1.08,4,3.86,999,1027,-0.3,5.9,-10.9,99,NA
2000,1,6,1,322,9.1,11.4,1.01,3.57,3.86,999,1028.3,-1.2,5.9,-10.1,99,NA
2000,1,6,2,333,10,12.2,1.07,3.57,3.87,999,1029.5,-2.5,5.9,-11.7,99,NA
2000,1,6,3,321,10.7,12.6,1.11,3.85,3.95,999,1030.2,-2.9,5.9,-11.7,99,NA
2000,1,6,4,329,8.7,11.1,1.05,4,3.93,999,1031.9,-3.6,5.9,-12,99,NA
2000,1,6,5,331,7.5,9.8,0.9,3.7,4,999,1032.6,-4.6,5.9,-13.2,99,NA
2000,1,6,6,343,5.3,7.2,0.8,11.11,4.13,999,1033.7,-4.7,5.9,-12.3,99,NA
2000,1,6,7,336,3.7,5.3,0.72,11.11,4.57,999,1034.9,-4.8,5.8,-12.2,99,NA
2000,1,6,8,321,3.6,5,0.73,11.11,4.89,999,1035.6,-4.7,5.6,-11.5,99,NA
2000,1,6,9,328,2.9,5.1,0.67,11.11,4.96,999,1036.1,-4.8,5.6,-11.4,99,NA
2000,1,6,10,303,3.3,5.2,0.6,10,4.62,999,1036.7,-4.7,5.6,-10.6,99,NA
2000,1,6,11,316,2.5,3.7,0.62,11.11,4.88,999,1037.5,-4.7,5.6,-10.4,99,NA
2000,1,6,12,308,1.9,3.1,0.6,11.11,4.94,999,1037.5,-4.6,5.6,-10.2,99,NA
2000,1,6,13,309,1.5,2.3,0.59,11.11,4.93,999,1037.7,-4.2,5.6,-9.6,99,NA
2000,1,6,14,307,1.4,2.8,0.54,11.11,4.93,999,1038.2,-3.1,5.6,-8.7,99,NA
2000,1,6,15,180,0,0.5,0.55,11.11,4.98,999,1038.2,-2,5.6,-8.3,99,NA
2000,1,6,16,180,0,0.3,0.53,11.11,5.15,999,1037.9,-1.5,5.8,-7.1,99,NA
2000,1,6,17,168,1,2,0.54,11.11,5.13,999,1036.7,-0.7,5.9,-6.2,99,NA
2000,1,6,18,140,5.6,6.8,0.47,10,5.24,999,1035.2,-0.4,5.9,-5.9,99,NA
2000,1,6,19,151,5.8,7.3,0.48,11.11,5.11,999,1034.5,0.3,5.9,-6,99,NA
2000,1,6,20,164,5.7,7.9,0.54,11.11,4.12,999,1034.7,1.2,5.9,-6.9,99,NA
2000,1,6,21,174,5.9,8.5,0.58,11.11,3.99,999,1034.3,1.8,5.9,-7.2,99,NA
2000,1,6,22,168,7.2,8.6,0.63,10,3.73,999,1033.2,1.9,5.9,-5.1,99,NA
2000,1,6,23,160,7.1,8.3,0.62,10,4.06,999,1032.9,2.1,5.9,-4.1,99,NA
2000,1,7,0,160,9.1,10.5,0.68,3.57,3.76,999,1032,2.4,5.9,-2.5,99,NA
2000,1,7,1,149,8.7,10.4,0.87,3.85,3.8,999,1031.9,2.8,5.9,-1.3,99,NA
2000,1,7,2,157,8.5,10.1,0.89,4.17,3.81,999,1031.4,3.5,5.9,-0.8,99,NA
2000,1,7,3,153,8.8,10.4,0.99,4.55,3.92,999,1029.9,3.6,5.9,-0.1,99,NA
2000,1,7,4,153,9.4,11.2,0.96,4,3.85,999,1028.8,4.3,5.9,1.4,99,NA
2000,1,7,5,155,8.6,9.7,0.92,4.17,3.84,999,1028.2,4.4,5.9,2.1,99,NA
2000,1,7,6,174,6.8,8.1,0.8,4.35,3.98,999,1027.3,4.4,5.9,2.3,99,NA
2000,1,7,7,196,4.8,5.6,0.65,4,4.08,999,1027.2,3.9,5.9,2,99,NA
2000,1,7,8,195,5.1,6.2,0.55,9.09,4.43,999,1026.6,3.7,5.8,1.4,99,NA
2000,1,7,9,202,4.7,5.5,0.51,9.09,4.68,999,1025.6,3.2,5.8,0.3,99,NA
2000,1,7,10,230,5,6.6,0.5,10,4.84,999,1024.2,3.6,5.8,-0.3,99,NA
2000,1,7,11,183,4.9,5.7,0.54,5.88,5.27,999,1023.5,2.7,5.8,0,99,NA
2000,1,7,12,192,5.8,6.9,0.57,6.25,5.17,999,1022.5,3.1,5.8,0.3,99,NA
2000,1,7,13,194,6.2,7.1,0.58,5.88,4.84,999,1021.9,3.3,5.8,0.5,99,NA
2000,1,7,14,183,7.4,9.1,0.62,5.88,4.33,999,1021.2,3.1,5.8,0.6,99,NA
2000,1,7,15,185,7,8,0.64,5.88,4.01,999,1020.2,3.7,5.8,1.1,99,NA
2000,1,7,16,184,6,6.7,0.6,5.88,4.43,999,1018.8,4,5.8,1.2,99,NA
2000,1,7,17,206,6.2,7.3,0.57,5.56,4.24,999,1016.4,5.2,5.9,1.9,99,NA
2000,1,7,18,206,6.8,9.1,0.59,5.56,3.89,999,1014.9,5.6,5.9,2.1,99,NA
2000,1,7,19,236,6.7,8.3,0.59,2.7,3.54,999,1014.1,5.9,5.9,1.5,99,NA
2000,1,7,20,241,7,8.6,0.54,5.56,3.67,999,1013.4,6.2,5.9,1.6,99,NA
2000,1,7,21,260,8.4,9.6,0.62,2.86,3.33,999,1013.9,6,5.8,0.5,99,NA
2000,1,7,22,279,9.9,12.1,0.88,3.33,3.44,999,1014.7,5.8,5.8,-0.4,99,NA
2000,1,7,23,275,9.5,11.6,0.81,3.57,3.6,999,1015.6,5.5,5.8,-0.4,99,NA
2000,1,8,0,280,11.7,14,0.76,3.45,3.47,999,1016.1,5.1,5.8,-1.8,99,NA
2000,1,8,1,265,10.7,13.5,0.85,4,3.62,999,1016.4,4.4,5.8,-2.5,99,NA
2000,1,8,2,269,12.4,15,1.05,4.17,3.72,999,1017,3.6,5.8,-3.9,99,NA
2000,1,8,3,273,12.6,14.4,0.99,4,3.73,999,1017.8,2.9,5.6,-5.1,99,NA
2000,1,8,4,275,11.3,13.5,1.09,4.35,3.83,999,1018.7,2.4,5.6,-5.7,99,NA
2000,1,8,5,283,10.2,12.2,0.81,3.85,3.58,999,1018.8,2,5.6,-4.7,99,NA
2000,1,8,6,277,10.9,13.2,0.87,3.57,3.45,999,1019.4,1.7,5.6,-6.7,99,NA
2000,1,8,7,282,11.5,16.1,0.73,3.45,3.31,999,1020.6,1.6,5.6,-7.2,99,NA
2000,1,8,8,289,10.3,13.1,0.74,3.33,3.3,999,1021.6,1.2,5.6,-7.1,99,NA
2000,1,8,9,296,11,13.3,0.74,3.45,3.3,999,1021.7,0.9,5.6,-7.7,99,NA
2000,1,8,10,286,11.1,14.1,0.79,3.7,3.35,999,1022.3,0.4,5.6,999,99,NA
2000,1,8,11,295,11.2,13.2,0.91,3.7,3.47,999,1023,0.3,5.6,-7.7,99,NA
2000,1,8,12,298,10.2,12.7,0.79,3.85,3.48,999,1023,0,5.6,-8.8,99,NA
2000,1,8,13,299,10.9,13.4,0.77,3.7,3.43,999,1023.3,0,5.6,-8.1,99,NA
2000,1,8,14,305,9.8,12.8,0.75,3.57,3.41,999,1024.1,-0.3,5.6,-8.8,99,NA
2000,1,8,15,289,7.9,10.9,0.7,3.33,3.35,999,1024.3,-0.3,5.5,-8.7,99,NA
2000,1,8,16,279,8.1,10,0.7,3.45,3.3,999,1023.8,0.1,5.5,-8.2,99,NA
2000,1,8,17,275,6.9,9.3,0.59,3.33,3.35,999,1023.4,0.4,5.5,-8.1,99,NA
2000,1,8,18,271,6.7,9.9,0.54,3.13,3.2,999,1023.1,1,5.5,-9.3,99,NA
2000,1,8,19,260,4.2,6.1,0.42,3.13,3.22,999,1022.5,1.3,5.6,-9.3,99,NA
2000,1,8,20,249,4.4,5.8,0.32,2.78,3.2,999,1022.7,2,5.5,-10.3,99,NA
2000,1,8,21,253,2.3,3.5,0.23,8.33,4.11,999,1022.1,2.3,5.5,-9.3,99,NA
2000,1,8,22,215,6.3,7.8,0.19,8.33,5.9,999,1022.1,2.5,5.5,-7.7,99,NA
2000,1,8,23,212,6.4,7.4,0.24,2.5,3.6,999,1022.4,2.4,5.5,-7.3,99,NA
2000,1,9,0,202,8.3,9.8,0.32,2.56,3,999,1021.9,2.1,5.6,-5,99,NA
2000,1,9,1,216,8.5,10,0.45,2.7,2.9,999,1021.9,2,5.6,-4.7,99,NA
2000,1,9,2,211,7.3,8.9,0.51,2.7,2.94,999,1021.1,1.7,5.5,-5.7,99,NA
2000,1,9,3,225,8.4,10.7,0.52,3.03,3.04,999,1020.4,1.7,5.5,-6.7,99,NA
2000,1,9,4,224,9.4,11.4,0.53,3.13,3.11,999,1020,1.6,5.6,-5.8,99,NA
2000,1,9,5,218,8.5,10.5,0.67,3.33,3.16,999,1019.1,1.7,5.6,-4.6,99,NA
2000,1,9,6,218,9.5,11.1,0.6,3.13,3.11,999,1018.1,1.7,5.5,-5,99,NA
2000,1,9,7,223,9.8,11.3,0.68,3.03,3.14,999,1018,2.5,5.5,-5,99,NA
2000,1,9,8,218,11.6,14.2,0.89,3.57,3.36,999,1017.7,2.4,5.5,-3.8,99,NA
2000,1,9,9,215,11,13.3,1,3.57,3.46,999,1017.3,2.8,5.5,-3.2,99,NA
2000,1,9,10,218,10.4,12.6,0.9,3.85,3.38,999,1017.3,3.1,5.5,-2.9,99,NA
2000,1,9,11,224,9.5,11.1,0.77,3.57,3.34,999,1017.8,3.1,5.5,-3.3,99,NA
2000,1,9,12,224,9.1,11,0.61,2.94,3.18,999,1017.6,3.2,5.5,-3.2,99,NA
2000,1,9,13,222,8.2,10.4,0.58,2.94,3.07,999,1017.7,3.2,5.5,-2.8,99,NA
2000,1,9,14,220,9.4,11.1,0.62,3.23,3.16,999,1017.2,3.6,5.5,-2.2,99,NA
2000,1,9,15,228,8.8,10.5,0.61,3.33,3.2,999,1017.3,4,5.5,-2.1,99,NA
2000,1,9,16,229,6.8,8,0.56,3.13,3.17,999,1016.3,5.1,5.5,-2.7,99,NA
2000,1,9,17,250,5.2,5.9,0.4,2.7,3.26,999,1015.8,5.6,5.5,-1.7,99,NA
2000,1,9,18,262,4.9,5.5,0.33,3.33,3.42,999,1015.6,5.9,5.6,-1.2,99,NA
2000,1,9,19,258,3,3.4,0.27,16.67,4.02,999,1015,6.3,5.6,-1.2,99,NA
2000,1,9,20,286,3,3.6,0.25,10,4.22,999,1015,7,5.6,-0.7,99,NA
2000,1,9,21,310,2.3,2.7,0.24,14.29,4.61,999,1015.6,6.7,5.6,0.5,99,NA
2000,1,9,22,312,0.4,0.8,0.22,10,4.99,999,1016.3,6.3,5.6,2.3,99,NA
2000,1,9,23,308,1.3,1.9,0.21,10,4.98,999,1016.6,6.3,5.5,1.3,99,NA
2000,1,10,0,157,1.8,2.5,0.24,10,5.16,999,1017.2,6.5,5.5,1.3,99,NA
2000,1,10,1,175,2.3,3,0.25,10,5.05,999,1017.2,5.9,5.5,2,99,NA
2000,1,10,2,195,0.7,0.9,0.23,11.11,5.11,999,1017.3,5.9,5.5,1.8,99,NA
2000,1,10,3,180,0,0.4,0.24,10,5.21,999,1017.1,5.6,5.6,1.5,99,NA
2000,1,10,4,24,2,2.6,0.25,10,4.92,999,1017.1,5.8,5.6,3,99,NA
2000,1,10,5,25,3.9,4.5,0.25,10,5.34,999,1016.9,5.9,5.6,1.8,99,NA
2000,1,10,6,38,3.8,4.6,0.24,11.11,5.43,999,1017.2,5.9,5.6,1.6,99,NA
2000,1,10,7,44,4.4,5.3,0.25,10,5.42,999,1017.3,5.7,5.6,1.1,99,NA
2000,1,10,8,58,4.7,5.3,0.24,10,5.22,999,1017.3,5.5,5.6,1,99,NA
2000,1,10,9,73,3,3.6,0.28,10,5.07,999,1017.9,5.6,5.6,2.2,99,NA
2000,1,10,10,86,2.5,3,0.27,10,5.48,999,1017.8,5.8,5.6,3,99,NA
2000,1,10,11,79,2.8,3.5,0.28,10,5.62,999,1017.9,5.9,5.6,2.4,99,NA
2000,1,10,12,64,3.1,3.5,0.31,10,5.59,999,1017.4,5.9,5.6,3,99,NA
2000,1,10,13,73,2.2,2.6,0.29,10,5.11,999,1019.2,5.9,5.6,3.6,99,NA
2000,1,10,14,80,5.7,6.6,0.32,8.33,4.97,999,1017.3,5.9,5.6,3.8,99,NA
2000,1,10,15,88,6.9,8,0.42,10,4.01,999,1016.7,6.2,5.6,3.6,99,NA
2000,1,10,16,97,7.9,9.2,0.67,3.33,3.41,999,1015.7,6.2,5.6,3.8,99,NA
2000,1,10,17,101,8.5,10,0.84,4,3.69,999,1013.5,6,5.6,3.9,99,NA
2000,1,10,18,108,8.3,9.7,0.99,4.55,4.04,999,1012.7,6,5.6,4.1,99,NA
2000,1,10,19,101,9.1,11,1.27,5.26,4.36,999,1009.7,6,5.6,4.4,99,NA
2000,1,10,20,92,10.1,12.3,1.33,5.26,4.29,999,1007.3,6,5.6,4.4,99,NA
2000,1,10,21,93,11.7,14.4,1.65,5.56,4.67,999,1004.6,6.1,5.6,4.5,99,NA
2000,1,10,22,90,11.7,13.5,1.89,6.25,4.83,999,1001,6.2,5.6,5.2,99,NA
2000,1,10,23,95,14.5,17.5,2.41,6.67,5.3,999,996,7,5.6,6.1,99,NA
2000,1,11,0,106,16,19.8,3.06,6.67,5.73,999,991.6,7.9,5.6,7,99,NA
2000,1,11,1,135,11,13.1,3.17,7.69,6.03,999,990,8,5.6,7.3,99,NA
2000,1,11,2,190,8.1,10.7,2.96,7.69,6.15,999,988.8,10.1,5.6,9.5,99,NA
2000,1,11,3,238,12.3,15.4,2.77,8.33,6.08,999,989.6,10.3,5.6,6.2,99,NA
2000,1,11,4,246,13.1,17.1,2.69,8.33,5.74,999,992.1,8.4,5.6,3.6,99,NA
2000,1,11,5,229,10.1,12.9,2.19,8.33,5.78,999,994,7.8,5.6,3.8,99,NA
2000,1,11,6,225,9.4,13.6,1.91,8.33,5.81,999,994.7,7.9,5.6,3.6,99,NA
2000,1,11,7,233,11.5,14.6,1.74,9.09,5.42,999,996,8.2,5.6,3.3,99,NA
2000,1,11,8,229,9.4,11.8,1.83,9.09,5.84,999,997.2,7.9,5.6,2.3,99,NA
2000,1,11,9,222,11.1,13.6,1.47,8.33,5.53,999,997.2,7.8,5.6,2.2,99,NA
2000,1,11,10,217,11.3,14.9,1.65,8.33,5.23,999,997.8,7.6,5.6,1.5,99,NA
2000,1,11,11,217,11.4,13.8,1.54,9.09,5.03,999,998.7,7.4,5.5,1.5,99,NA
2000,1,11,12,210,11.5,13.6,1.59,9.09,5.37,999,999.2,7.4,5.5,1.4,99,NA
2000,1,11,13,207,10.7,12.6,1.36,9.09,4.96,999,999.5,7.2,5.5,1.5,99,NA
2000,1,11,14,209,11.9,14.3,1.46,9.09,4.72,999,999.4,7.8,5.5,1.2,99,NA
2000,1,11,15,209,11,14.3,1.39,8.33,4.56,999,999.3,8.3,5.5,0.8,99,NA
2000,1,11,16,209,10,13.4,1.18,8.33,4.53,999,998.1,9.2,5.6,1.3,99,NA
